time (UTC),aFRR-_capacity_marginal_price[(EUR/MW)/h]
2021-04-04 10:00:00 UTC+0000,21.9375
2021-04-04 14:00:00 UTC+0000,10.505
2021-04-04 18:00:00 UTC+0000,2.03
2021-04-04 22:00:00 UTC+0000,14.415
2021-04-05 02:00:00 UTC+0000,14.225
2021-04-05 06:00:00 UTC+0000,23.1875
2021-04-05 10:00:00 UTC+0000,57.025
2021-04-05 14:00:00 UTC+0000,23.98
2021-04-05 18:00:00 UTC+0000,5.715
2021-04-05 22:00:00 UTC+0000,10.0
2021-04-06 02:00:00 UTC+0000,9.76
2021-04-06 06:00:00 UTC+0000,7.0725
2021-04-06 10:00:00 UTC+0000,24.66
2021-04-06 14:00:00 UTC+0000,10.5
2021-04-06 18:00:00 UTC+0000,2.925
2021-04-06 22:00:00 UTC+0000,7.3525
2021-04-07 02:00:00 UTC+0000,8.765
2021-04-07 06:00:00 UTC+0000,4.075
2021-04-07 10:00:00 UTC+0000,16.5575
2021-04-07 14:00:00 UTC+0000,7.5
2021-04-07 18:00:00 UTC+0000,2.795
2021-04-07 22:00:00 UTC+0000,5.5
2021-04-08 02:00:00 UTC+0000,6.13
2021-04-08 06:00:00 UTC+0000,2.295
2021-04-08 10:00:00 UTC+0000,7.67
2021-04-08 14:00:00 UTC+0000,4.0
2021-04-08 18:00:00 UTC+0000,1.96
2021-04-08 22:00:00 UTC+0000,4.16
2021-04-09 02:00:00 UTC+0000,4.135
2021-04-09 06:00:00 UTC+0000,1.4375
2021-04-09 10:00:00 UTC+0000,8.5025
2021-04-09 14:00:00 UTC+0000,1.965
2021-04-09 18:00:00 UTC+0000,1.195
2021-04-09 22:00:00 UTC+0000,2.795
2021-04-10 02:00:00 UTC+0000,2.71
2021-04-10 06:00:00 UTC+0000,0.985
2021-04-10 10:00:00 UTC+0000,4.65
2021-04-10 14:00:00 UTC+0000,1.09
2021-04-10 18:00:00 UTC+0000,0.9175
2021-04-10 22:00:00 UTC+0000,4.16
2021-04-11 02:00:00 UTC+0000,6.38
2021-04-11 06:00:00 UTC+0000,2.9
2021-04-11 10:00:00 UTC+0000,12.5075
2021-04-11 14:00:00 UTC+0000,2.9425
2021-04-11 18:00:00 UTC+0000,1.13
2021-04-11 22:00:00 UTC+0000,111.6675
2021-04-12 02:00:00 UTC+0000,100.0
2021-04-12 06:00:00 UTC+0000,1.87
2021-04-12 10:00:00 UTC+0000,7.065
2021-04-12 14:00:00 UTC+0000,3.55
2021-04-12 18:00:00 UTC+0000,1.4875
2021-04-12 22:00:00 UTC+0000,19.8
2021-04-13 02:00:00 UTC+0000,20.245
2021-04-13 06:00:00 UTC+0000,4.355
2021-04-13 10:00:00 UTC+0000,10.59
2021-04-13 14:00:00 UTC+0000,6.2625
2021-04-13 18:00:00 UTC+0000,2.45
2021-04-13 22:00:00 UTC+0000,10.44
2021-04-14 02:00:00 UTC+0000,8.6
2021-04-14 06:00:00 UTC+0000,2.165
2021-04-14 10:00:00 UTC+0000,5.9075
2021-04-14 14:00:00 UTC+0000,2.84
2021-04-14 18:00:00 UTC+0000,1.2525
2021-04-14 22:00:00 UTC+0000,7.2
2021-04-15 02:00:00 UTC+0000,5.5525
2021-04-15 06:00:00 UTC+0000,2.0725
2021-04-15 10:00:00 UTC+0000,5.25
2021-04-15 14:00:00 UTC+0000,2.25
2021-04-15 18:00:00 UTC+0000,1.0
2021-04-15 22:00:00 UTC+0000,7.9175
2021-04-16 02:00:00 UTC+0000,7.25
2021-04-16 06:00:00 UTC+0000,6.25
2021-04-16 10:00:00 UTC+0000,17.5025
2021-04-16 14:00:00 UTC+0000,12.5
2021-04-16 18:00:00 UTC+0000,1.0025
2021-04-16 22:00:00 UTC+0000,7.4175
2021-04-17 02:00:00 UTC+0000,6.9
2021-04-17 06:00:00 UTC+0000,5.0
2021-04-17 10:00:00 UTC+0000,15.0
2021-04-17 14:00:00 UTC+0000,8.0925
2021-04-17 18:00:00 UTC+0000,2.325
2021-04-17 22:00:00 UTC+0000,7.1925
2021-04-18 02:00:00 UTC+0000,5.7525
2021-04-18 06:00:00 UTC+0000,4.2
2021-04-18 10:00:00 UTC+0000,13.81
2021-04-18 14:00:00 UTC+0000,6.2
2021-04-18 18:00:00 UTC+0000,1.8325
2021-04-18 22:00:00 UTC+0000,17.5
2021-04-19 02:00:00 UTC+0000,16.665
2021-04-19 06:00:00 UTC+0000,2.95
2021-04-19 10:00:00 UTC+0000,8.2175
2021-04-19 14:00:00 UTC+0000,4.665
2021-04-19 18:00:00 UTC+0000,1.25
2021-04-19 22:00:00 UTC+0000,11.25
2021-04-20 02:00:00 UTC+0000,11.17
2021-04-20 06:00:00 UTC+0000,2.1675
2021-04-20 10:00:00 UTC+0000,7.2
2021-04-20 14:00:00 UTC+0000,3.26
2021-04-20 18:00:00 UTC+0000,1.065
2021-04-20 22:00:00 UTC+0000,8.27
2021-04-21 02:00:00 UTC+0000,7.3325
2021-04-21 06:00:00 UTC+0000,2.335
2021-04-21 10:00:00 UTC+0000,7.1675
2021-04-21 14:00:00 UTC+0000,4.3775
2021-04-21 18:00:00 UTC+0000,2.25
2021-04-21 22:00:00 UTC+0000,22.5
2021-04-22 02:00:00 UTC+0000,10.0
2021-04-22 06:00:00 UTC+0000,14.2675
2021-04-22 10:00:00 UTC+0000,85.415
2021-04-22 14:00:00 UTC+0000,28.5
2021-04-22 18:00:00 UTC+0000,4.3425
2021-04-22 22:00:00 UTC+0000,12.09
2021-04-23 02:00:00 UTC+0000,7.625
2021-04-23 06:00:00 UTC+0000,9.0
2021-04-23 10:00:00 UTC+0000,28.05
2021-04-23 14:00:00 UTC+0000,12.25
2021-04-23 18:00:00 UTC+0000,3.55
2021-04-23 22:00:00 UTC+0000,9.0
2021-04-24 02:00:00 UTC+0000,6.41
2021-04-24 06:00:00 UTC+0000,8.875
2021-04-24 10:00:00 UTC+0000,22.5
2021-04-24 14:00:00 UTC+0000,11.31
2021-04-24 18:00:00 UTC+0000,2.875
2021-04-24 22:00:00 UTC+0000,7.75
2021-04-25 02:00:00 UTC+0000,6.75
2021-04-25 06:00:00 UTC+0000,12.8125
2021-04-25 10:00:00 UTC+0000,56.6675
2021-04-25 14:00:00 UTC+0000,16.0
2021-04-25 18:00:00 UTC+0000,2.5625
2021-04-25 22:00:00 UTC+0000,14.0
2021-04-26 02:00:00 UTC+0000,9.31
2021-04-26 06:00:00 UTC+0000,7.27
2021-04-26 10:00:00 UTC+0000,22.2175
2021-04-26 14:00:00 UTC+0000,9.875
2021-04-26 18:00:00 UTC+0000,2.3425
2021-04-26 22:00:00 UTC+0000,10.0
2021-04-27 02:00:00 UTC+0000,6.755
2021-04-27 06:00:00 UTC+0000,6.17
2021-04-27 10:00:00 UTC+0000,17.5
2021-04-27 14:00:00 UTC+0000,10.0
2021-04-27 18:00:00 UTC+0000,2.5625
2021-04-27 22:00:00 UTC+0000,7.5075
2021-04-28 02:00:00 UTC+0000,5.75
2021-04-28 06:00:00 UTC+0000,4.5
2021-04-28 10:00:00 UTC+0000,13.0025
2021-04-28 14:00:00 UTC+0000,6.9725
2021-04-28 18:00:00 UTC+0000,2.0
2021-04-28 22:00:00 UTC+0000,5.85
2021-04-29 02:00:00 UTC+0000,4.5
2021-04-29 06:00:00 UTC+0000,3.5025
2021-04-29 10:00:00 UTC+0000,10.25
2021-04-29 14:00:00 UTC+0000,5.75
2021-04-29 18:00:00 UTC+0000,1.6775
2021-04-29 22:00:00 UTC+0000,6.93
2021-04-30 02:00:00 UTC+0000,4.0
2021-04-30 06:00:00 UTC+0000,3.3725
2021-04-30 10:00:00 UTC+0000,9.32
2021-04-30 14:00:00 UTC+0000,5.28
2021-04-30 18:00:00 UTC+0000,1.4775
2021-04-30 22:00:00 UTC+0000,25.83
2021-05-01 02:00:00 UTC+0000,22.58
2021-05-01 06:00:00 UTC+0000,29.445
2021-05-01 10:00:00 UTC+0000,197.2725
2021-05-01 14:00:00 UTC+0000,17.4475
2021-05-01 18:00:00 UTC+0000,5.5
2021-05-01 22:00:00 UTC+0000,18.9
2021-05-02 02:00:00 UTC+0000,23.635
2021-05-02 06:00:00 UTC+0000,24.0225
2021-05-02 10:00:00 UTC+0000,81.1125
2021-05-02 14:00:00 UTC+0000,21.25
2021-05-02 18:00:00 UTC+0000,5.75
2021-05-02 22:00:00 UTC+0000,68.11
2021-05-03 02:00:00 UTC+0000,84.2825
2021-05-03 06:00:00 UTC+0000,95.0
2021-05-03 10:00:00 UTC+0000,1178.565
2021-05-03 14:00:00 UTC+0000,1185.71
2021-05-03 18:00:00 UTC+0000,137.8575
2021-05-03 22:00:00 UTC+0000,45.39
2021-05-04 02:00:00 UTC+0000,66.25
2021-05-04 06:00:00 UTC+0000,107.5
2021-05-04 10:00:00 UTC+0000,211.25
2021-05-04 14:00:00 UTC+0000,198.75
2021-05-04 18:00:00 UTC+0000,90.4575
2021-05-04 22:00:00 UTC+0000,50.0
2021-05-05 02:00:00 UTC+0000,43.125
2021-05-05 06:00:00 UTC+0000,125.0
2021-05-05 10:00:00 UTC+0000,114.0
2021-05-05 14:00:00 UTC+0000,102.5
2021-05-05 18:00:00 UTC+0000,43.75
2021-05-05 22:00:00 UTC+0000,48.7675
2021-05-06 02:00:00 UTC+0000,33.61
2021-05-06 06:00:00 UTC+0000,54.82
2021-05-06 10:00:00 UTC+0000,72.8
2021-05-06 14:00:00 UTC+0000,48.365
2021-05-06 18:00:00 UTC+0000,25.73
2021-05-06 22:00:00 UTC+0000,32.25
2021-05-07 02:00:00 UTC+0000,25.42
2021-05-07 06:00:00 UTC+0000,34.3725
2021-05-07 10:00:00 UTC+0000,46.125
2021-05-07 14:00:00 UTC+0000,32.405
2021-05-07 18:00:00 UTC+0000,19.16
2021-05-07 22:00:00 UTC+0000,25.0
2021-05-08 02:00:00 UTC+0000,24.6875
2021-05-08 06:00:00 UTC+0000,31.25
2021-05-08 10:00:00 UTC+0000,42.56
2021-05-08 14:00:00 UTC+0000,29.49
2021-05-08 18:00:00 UTC+0000,18.75
2021-05-08 22:00:00 UTC+0000,50.0
2021-05-09 02:00:00 UTC+0000,74.2625
2021-05-09 06:00:00 UTC+0000,113.75
2021-05-09 10:00:00 UTC+0000,227.79
2021-05-09 14:00:00 UTC+0000,106.5375
2021-05-09 18:00:00 UTC+0000,58.14
2021-05-09 22:00:00 UTC+0000,41.5375
2021-05-10 02:00:00 UTC+0000,44.86
2021-05-10 06:00:00 UTC+0000,54.5
2021-05-10 10:00:00 UTC+0000,107.78
2021-05-10 14:00:00 UTC+0000,80.55
2021-05-10 18:00:00 UTC+0000,36.54
2021-05-10 22:00:00 UTC+0000,29.1875
2021-05-11 02:00:00 UTC+0000,30.8125
2021-05-11 06:00:00 UTC+0000,59.31
2021-05-11 10:00:00 UTC+0000,55.15
2021-05-11 14:00:00 UTC+0000,44.44
2021-05-11 18:00:00 UTC+0000,25.37
2021-05-11 22:00:00 UTC+0000,20.875
2021-05-12 02:00:00 UTC+0000,21.63
2021-05-12 06:00:00 UTC+0000,29.17
2021-05-12 10:00:00 UTC+0000,32.0
2021-05-12 14:00:00 UTC+0000,27.75
2021-05-12 18:00:00 UTC+0000,17.785
2021-05-12 22:00:00 UTC+0000,17.5
2021-05-13 02:00:00 UTC+0000,17.4975
2021-05-13 06:00:00 UTC+0000,22.65
2021-05-13 10:00:00 UTC+0000,32.0
2021-05-13 14:00:00 UTC+0000,21.875
2021-05-13 18:00:00 UTC+0000,14.0
2021-05-13 22:00:00 UTC+0000,14.41
2021-05-14 02:00:00 UTC+0000,14.5825
2021-05-14 06:00:00 UTC+0000,17.335
2021-05-14 10:00:00 UTC+0000,23.75
2021-05-14 14:00:00 UTC+0000,16.75
2021-05-14 18:00:00 UTC+0000,10.975
2021-05-14 22:00:00 UTC+0000,11.28
2021-05-15 02:00:00 UTC+0000,11.53
2021-05-15 06:00:00 UTC+0000,13.57
2021-05-15 10:00:00 UTC+0000,19.375
2021-05-15 14:00:00 UTC+0000,12.84
2021-05-15 18:00:00 UTC+0000,8.18
2021-05-15 22:00:00 UTC+0000,11.16
2021-05-16 02:00:00 UTC+0000,11.8875
2021-05-16 06:00:00 UTC+0000,16.69
2021-05-16 10:00:00 UTC+0000,48.055
2021-05-16 14:00:00 UTC+0000,19.1375
2021-05-16 18:00:00 UTC+0000,7.725
2021-05-16 22:00:00 UTC+0000,16.5
2021-05-17 02:00:00 UTC+0000,17.45
2021-05-17 06:00:00 UTC+0000,16.5
2021-05-17 10:00:00 UTC+0000,24.5
2021-05-17 14:00:00 UTC+0000,21.0
2021-05-17 18:00:00 UTC+0000,12.97
2021-05-17 22:00:00 UTC+0000,12.595
2021-05-18 02:00:00 UTC+0000,12.625
2021-05-18 06:00:00 UTC+0000,12.375
2021-05-18 10:00:00 UTC+0000,18.74
2021-05-18 14:00:00 UTC+0000,14.1325
2021-05-18 18:00:00 UTC+0000,7.75
2021-05-18 22:00:00 UTC+0000,9.0825
2021-05-19 02:00:00 UTC+0000,8.915
2021-05-19 06:00:00 UTC+0000,8.66
2021-05-19 10:00:00 UTC+0000,13.2825
2021-05-19 14:00:00 UTC+0000,9.8325
2021-05-19 18:00:00 UTC+0000,5.7475
2021-05-19 22:00:00 UTC+0000,7.57
2021-05-20 02:00:00 UTC+0000,7.48
2021-05-20 06:00:00 UTC+0000,7.33
2021-05-20 10:00:00 UTC+0000,11.5625
2021-05-20 14:00:00 UTC+0000,7.77
2021-05-20 18:00:00 UTC+0000,4.75
2021-05-20 22:00:00 UTC+0000,9.43
2021-05-21 02:00:00 UTC+0000,12.5375
2021-05-21 06:00:00 UTC+0000,13.75
2021-05-21 10:00:00 UTC+0000,62.5
2021-05-21 14:00:00 UTC+0000,17.5
2021-05-21 18:00:00 UTC+0000,8.75
2021-05-21 22:00:00 UTC+0000,37.5625
2021-05-22 02:00:00 UTC+0000,62.3075
2021-05-22 06:00:00 UTC+0000,110.6775
2021-05-22 10:00:00 UTC+0000,170.77
2021-05-22 14:00:00 UTC+0000,78.0
2021-05-22 18:00:00 UTC+0000,32.375
2021-05-22 22:00:00 UTC+0000,36.5625
2021-05-23 02:00:00 UTC+0000,57.8225
2021-05-23 06:00:00 UTC+0000,92.5
2021-05-23 10:00:00 UTC+0000,167.9175
2021-05-23 14:00:00 UTC+0000,75.0
2021-05-23 18:00:00 UTC+0000,26.695
2021-05-23 22:00:00 UTC+0000,31.11
2021-05-24 02:00:00 UTC+0000,49.255
2021-05-24 06:00:00 UTC+0000,72.0
2021-05-24 10:00:00 UTC+0000,139.125
2021-05-24 14:00:00 UTC+0000,55.5
2021-05-24 18:00:00 UTC+0000,20.8
2021-05-24 22:00:00 UTC+0000,26.97
2021-05-25 02:00:00 UTC+0000,36.8225
2021-05-25 06:00:00 UTC+0000,44.345
2021-05-25 10:00:00 UTC+0000,98.78
2021-05-25 14:00:00 UTC+0000,47.0
2021-05-25 18:00:00 UTC+0000,16.615
2021-05-25 22:00:00 UTC+0000,20.0975
2021-05-26 02:00:00 UTC+0000,24.7625
2021-05-26 06:00:00 UTC+0000,27.25
2021-05-26 10:00:00 UTC+0000,50.6275
2021-05-26 14:00:00 UTC+0000,27.25
2021-05-26 18:00:00 UTC+0000,12.3975
2021-05-26 22:00:00 UTC+0000,16.95
2021-05-27 02:00:00 UTC+0000,18.65
2021-05-27 06:00:00 UTC+0000,19.5
2021-05-27 10:00:00 UTC+0000,39.8975
2021-05-27 14:00:00 UTC+0000,20.5
2021-05-27 18:00:00 UTC+0000,9.1575
2021-05-27 22:00:00 UTC+0000,12.625
2021-05-28 02:00:00 UTC+0000,12.9625
2021-05-28 06:00:00 UTC+0000,13.1175
2021-05-28 10:00:00 UTC+0000,25.5875
2021-05-28 14:00:00 UTC+0000,14.4325
2021-05-28 18:00:00 UTC+0000,6.4575
2021-05-28 22:00:00 UTC+0000,10.46
2021-05-29 02:00:00 UTC+0000,10.095
2021-05-29 06:00:00 UTC+0000,11.4625
2021-05-29 10:00:00 UTC+0000,32.12
2021-05-29 14:00:00 UTC+0000,13.6925
2021-05-29 18:00:00 UTC+0000,4.67
2021-05-29 22:00:00 UTC+0000,9.5575
2021-05-30 02:00:00 UTC+0000,10.18
2021-05-30 06:00:00 UTC+0000,28.0
2021-05-30 10:00:00 UTC+0000,58.66
2021-05-30 14:00:00 UTC+0000,23.91
2021-05-30 18:00:00 UTC+0000,9.605
2021-05-30 22:00:00 UTC+0000,13.6
2021-05-31 02:00:00 UTC+0000,14.3
2021-05-31 06:00:00 UTC+0000,16.0
2021-05-31 10:00:00 UTC+0000,28.195
2021-05-31 14:00:00 UTC+0000,15.945
2021-05-31 18:00:00 UTC+0000,7.5
2021-05-31 22:00:00 UTC+0000,9.75
2021-06-01 02:00:00 UTC+0000,9.7475
2021-06-01 06:00:00 UTC+0000,10.79
2021-06-01 10:00:00 UTC+0000,19.32
2021-06-01 14:00:00 UTC+0000,11.15
2021-06-01 18:00:00 UTC+0000,5.23
2021-06-01 22:00:00 UTC+0000,8.055
2021-06-02 02:00:00 UTC+0000,8.5675
2021-06-02 06:00:00 UTC+0000,11.0
2021-06-02 10:00:00 UTC+0000,15.1
2021-06-02 14:00:00 UTC+0000,8.75
2021-06-02 18:00:00 UTC+0000,4.64
2021-06-02 22:00:00 UTC+0000,845.5
2021-06-03 02:00:00 UTC+0000,771.75
2021-06-03 06:00:00 UTC+0000,19.25
2021-06-03 10:00:00 UTC+0000,72.5
2021-06-03 14:00:00 UTC+0000,16.25
2021-06-03 18:00:00 UTC+0000,6.29
2021-06-03 22:00:00 UTC+0000,64.1025
2021-06-04 02:00:00 UTC+0000,75.4475
2021-06-04 06:00:00 UTC+0000,19.25
2021-06-04 10:00:00 UTC+0000,35.9375
2021-06-04 14:00:00 UTC+0000,22.0
2021-06-04 18:00:00 UTC+0000,10.68
2021-06-04 22:00:00 UTC+0000,28.875
2021-06-05 02:00:00 UTC+0000,31.375
2021-06-05 06:00:00 UTC+0000,13.475
2021-06-05 10:00:00 UTC+0000,24.925
2021-06-05 14:00:00 UTC+0000,13.75
2021-06-05 18:00:00 UTC+0000,7.25
2021-06-05 22:00:00 UTC+0000,19.6
2021-06-06 02:00:00 UTC+0000,22.0
2021-06-06 06:00:00 UTC+0000,10.92
2021-06-06 10:00:00 UTC+0000,34.7
2021-06-06 14:00:00 UTC+0000,12.955
2021-06-06 18:00:00 UTC+0000,5.825
2021-06-06 22:00:00 UTC+0000,20.7825
2021-06-07 02:00:00 UTC+0000,22.155
2021-06-07 06:00:00 UTC+0000,12.795
2021-06-07 10:00:00 UTC+0000,22.56
2021-06-07 14:00:00 UTC+0000,12.75
2021-06-07 18:00:00 UTC+0000,7.87
2021-06-07 22:00:00 UTC+0000,15.6975
2021-06-08 02:00:00 UTC+0000,15.4425
2021-06-08 06:00:00 UTC+0000,10.0
2021-06-08 10:00:00 UTC+0000,16.3475
2021-06-08 14:00:00 UTC+0000,8.9025
2021-06-08 18:00:00 UTC+0000,5.1875
2021-06-08 22:00:00 UTC+0000,11.2675
2021-06-09 02:00:00 UTC+0000,11.27
2021-06-09 06:00:00 UTC+0000,7.75
2021-06-09 10:00:00 UTC+0000,11.75
2021-06-09 14:00:00 UTC+0000,6.34
2021-06-09 18:00:00 UTC+0000,3.835
2021-06-09 22:00:00 UTC+0000,9.8
2021-06-10 02:00:00 UTC+0000,12.4925
2021-06-10 06:00:00 UTC+0000,424.32
2021-06-10 10:00:00 UTC+0000,650.0
2021-06-10 14:00:00 UTC+0000,24.6375
2021-06-10 18:00:00 UTC+0000,7.0
2021-06-10 22:00:00 UTC+0000,12.85
2021-06-11 02:00:00 UTC+0000,17.36
2021-06-11 06:00:00 UTC+0000,46.595
2021-06-11 10:00:00 UTC+0000,76.375
2021-06-11 14:00:00 UTC+0000,24.1675
2021-06-11 18:00:00 UTC+0000,15.515
2021-06-11 22:00:00 UTC+0000,13.78
2021-06-12 02:00:00 UTC+0000,16.0
2021-06-12 06:00:00 UTC+0000,43.75
2021-06-12 10:00:00 UTC+0000,80.8
2021-06-12 14:00:00 UTC+0000,38.625
2021-06-12 18:00:00 UTC+0000,13.8725
2021-06-12 22:00:00 UTC+0000,20.75
2021-06-13 02:00:00 UTC+0000,29.5
2021-06-13 06:00:00 UTC+0000,65.5
2021-06-13 10:00:00 UTC+0000,107.5
2021-06-13 14:00:00 UTC+0000,43.2
2021-06-13 18:00:00 UTC+0000,11.6875
2021-06-13 22:00:00 UTC+0000,14.0
2021-06-14 02:00:00 UTC+0000,17.18
2021-06-14 06:00:00 UTC+0000,26.0
2021-06-14 10:00:00 UTC+0000,37.5
2021-06-14 14:00:00 UTC+0000,20.9925
2021-06-14 18:00:00 UTC+0000,7.4
2021-06-14 22:00:00 UTC+0000,10.25
2021-06-15 02:00:00 UTC+0000,10.7325
2021-06-15 06:00:00 UTC+0000,14.005
2021-06-15 10:00:00 UTC+0000,18.6925
2021-06-15 14:00:00 UTC+0000,12.445
2021-06-15 18:00:00 UTC+0000,4.7525
2021-06-15 22:00:00 UTC+0000,8.0
2021-06-16 02:00:00 UTC+0000,8.6775
2021-06-16 06:00:00 UTC+0000,74.75
2021-06-16 10:00:00 UTC+0000,15.18
2021-06-16 14:00:00 UTC+0000,9.825
2021-06-16 18:00:00 UTC+0000,4.1
2021-06-16 22:00:00 UTC+0000,7.025
2021-06-17 02:00:00 UTC+0000,8.22
2021-06-17 06:00:00 UTC+0000,18.23
2021-06-17 10:00:00 UTC+0000,15.17
2021-06-17 14:00:00 UTC+0000,7.5
2021-06-17 18:00:00 UTC+0000,3.36
2021-06-17 22:00:00 UTC+0000,6.3
2021-06-18 02:00:00 UTC+0000,6.75
2021-06-18 06:00:00 UTC+0000,13.8825
2021-06-18 10:00:00 UTC+0000,12.1
2021-06-18 14:00:00 UTC+0000,6.2425
2021-06-18 18:00:00 UTC+0000,2.74
2021-06-18 22:00:00 UTC+0000,6.825
2021-06-19 02:00:00 UTC+0000,6.8325
2021-06-19 06:00:00 UTC+0000,13.75
2021-06-19 10:00:00 UTC+0000,32.45
2021-06-19 14:00:00 UTC+0000,11.15
2021-06-19 18:00:00 UTC+0000,4.305
2021-06-19 22:00:00 UTC+0000,6.97
2021-06-20 02:00:00 UTC+0000,8.915
2021-06-20 06:00:00 UTC+0000,19.15
2021-06-20 10:00:00 UTC+0000,37.5
2021-06-20 14:00:00 UTC+0000,13.705
2021-06-20 18:00:00 UTC+0000,4.4825
2021-06-20 22:00:00 UTC+0000,8.025
2021-06-21 02:00:00 UTC+0000,8.7275
2021-06-21 06:00:00 UTC+0000,11.8
2021-06-21 10:00:00 UTC+0000,20.27
2021-06-21 14:00:00 UTC+0000,11.17
2021-06-21 18:00:00 UTC+0000,5.48
2021-06-21 22:00:00 UTC+0000,6.3
2021-06-22 02:00:00 UTC+0000,7.34
2021-06-22 06:00:00 UTC+0000,8.275
2021-06-22 10:00:00 UTC+0000,12.895
2021-06-22 14:00:00 UTC+0000,7.28
2021-06-22 18:00:00 UTC+0000,4.14
2021-06-22 22:00:00 UTC+0000,5.2625
2021-06-23 02:00:00 UTC+0000,5.95
2021-06-23 06:00:00 UTC+0000,6.5
2021-06-23 10:00:00 UTC+0000,9.8875
2021-06-23 14:00:00 UTC+0000,5.99
2021-06-23 18:00:00 UTC+0000,3.0975
2021-06-23 22:00:00 UTC+0000,4.845
2021-06-24 02:00:00 UTC+0000,5.1925
2021-06-24 06:00:00 UTC+0000,4.665
2021-06-24 10:00:00 UTC+0000,7.27
2021-06-24 14:00:00 UTC+0000,4.585
2021-06-24 18:00:00 UTC+0000,2.3
2021-06-24 22:00:00 UTC+0000,4.32
2021-06-25 02:00:00 UTC+0000,4.5
2021-06-25 06:00:00 UTC+0000,3.765
2021-06-25 10:00:00 UTC+0000,6.1275
2021-06-25 14:00:00 UTC+0000,3.715
2021-06-25 18:00:00 UTC+0000,1.8
2021-06-25 22:00:00 UTC+0000,4.17
2021-06-26 02:00:00 UTC+0000,4.25
2021-06-26 06:00:00 UTC+0000,6.1725
2021-06-26 10:00:00 UTC+0000,11.25
2021-06-26 14:00:00 UTC+0000,6.1325
2021-06-26 18:00:00 UTC+0000,2.0925
2021-06-26 22:00:00 UTC+0000,5.08
2021-06-27 02:00:00 UTC+0000,5.2
2021-06-27 06:00:00 UTC+0000,16.3925
2021-06-27 10:00:00 UTC+0000,34.5825
2021-06-27 14:00:00 UTC+0000,9.5
2021-06-27 18:00:00 UTC+0000,2.2
2021-06-27 22:00:00 UTC+0000,5.0
2021-06-28 02:00:00 UTC+0000,5.75
2021-06-28 06:00:00 UTC+0000,9.3475
2021-06-28 10:00:00 UTC+0000,15.9275
2021-06-28 14:00:00 UTC+0000,6.475
2021-06-28 18:00:00 UTC+0000,1.805
2021-06-28 22:00:00 UTC+0000,3.9725
2021-06-29 02:00:00 UTC+0000,4.4375
2021-06-29 06:00:00 UTC+0000,6.25
2021-06-29 10:00:00 UTC+0000,9.45
2021-06-29 14:00:00 UTC+0000,4.25
2021-06-29 18:00:00 UTC+0000,1.375
2021-06-29 22:00:00 UTC+0000,3.125
2021-06-30 02:00:00 UTC+0000,3.59
2021-06-30 06:00:00 UTC+0000,4.495
2021-06-30 10:00:00 UTC+0000,6.525
2021-06-30 14:00:00 UTC+0000,3.145
2021-06-30 18:00:00 UTC+0000,1.115
2021-06-30 22:00:00 UTC+0000,2.625
2021-07-01 02:00:00 UTC+0000,2.92
2021-07-01 06:00:00 UTC+0000,3.125
2021-07-01 10:00:00 UTC+0000,4.515
2021-07-01 14:00:00 UTC+0000,2.35
2021-07-01 18:00:00 UTC+0000,0.9
2021-07-01 22:00:00 UTC+0000,2.0025
2021-07-02 02:00:00 UTC+0000,2.2275
2021-07-02 06:00:00 UTC+0000,2.2975
2021-07-02 10:00:00 UTC+0000,3.18
2021-07-02 14:00:00 UTC+0000,1.8125
2021-07-02 18:00:00 UTC+0000,0.66
2021-07-02 22:00:00 UTC+0000,1.93
2021-07-03 02:00:00 UTC+0000,2.19
2021-07-03 06:00:00 UTC+0000,3.5
2021-07-03 10:00:00 UTC+0000,7.0525
2021-07-03 14:00:00 UTC+0000,3.5075
2021-07-03 18:00:00 UTC+0000,0.8825
2021-07-03 22:00:00 UTC+0000,1.8775
2021-07-04 02:00:00 UTC+0000,2.38
2021-07-04 06:00:00 UTC+0000,4.6375
2021-07-04 10:00:00 UTC+0000,9.615
2021-07-04 14:00:00 UTC+0000,4.1575
2021-07-04 18:00:00 UTC+0000,0.83
2021-07-04 22:00:00 UTC+0000,1.7075
2021-07-05 02:00:00 UTC+0000,2.2
2021-07-05 06:00:00 UTC+0000,3.08
2021-07-05 10:00:00 UTC+0000,6.0825
2021-07-05 14:00:00 UTC+0000,2.83
2021-07-05 18:00:00 UTC+0000,0.63
2021-07-05 22:00:00 UTC+0000,1.705
2021-07-06 02:00:00 UTC+0000,2.0
2021-07-06 06:00:00 UTC+0000,2.86
2021-07-06 10:00:00 UTC+0000,8.7
2021-07-06 14:00:00 UTC+0000,2.715
2021-07-06 18:00:00 UTC+0000,0.59
2021-07-06 22:00:00 UTC+0000,1.445
2021-07-07 02:00:00 UTC+0000,1.655
2021-07-07 06:00:00 UTC+0000,2.065
2021-07-07 10:00:00 UTC+0000,5.315
2021-07-07 14:00:00 UTC+0000,1.96
2021-07-07 18:00:00 UTC+0000,0.5575
2021-07-07 22:00:00 UTC+0000,1.1375
2021-07-08 02:00:00 UTC+0000,1.3375
2021-07-08 06:00:00 UTC+0000,1.5775
2021-07-08 10:00:00 UTC+0000,3.67
2021-07-08 14:00:00 UTC+0000,1.3975
2021-07-08 18:00:00 UTC+0000,0.5
2021-07-08 22:00:00 UTC+0000,1.0725
2021-07-09 02:00:00 UTC+0000,1.2075
