time (UTC),mFRR+_capacity_marginal_price[(EUR/MW)/h]
2021-04-06 06:00:00 UTC+0000,6.4725
2021-04-06 10:00:00 UTC+0000,2.6775
2021-04-06 14:00:00 UTC+0000,6.41
2021-04-06 18:00:00 UTC+0000,6.6325
2021-04-06 22:00:00 UTC+0000,1.625
2021-04-07 02:00:00 UTC+0000,3.025
2021-04-07 06:00:00 UTC+0000,6.25
2021-04-07 10:00:00 UTC+0000,1.735
2021-04-07 14:00:00 UTC+0000,5.25
2021-04-07 18:00:00 UTC+0000,4.6
2021-04-07 22:00:00 UTC+0000,1.22
2021-04-08 02:00:00 UTC+0000,2.75
2021-04-08 06:00:00 UTC+0000,6.09
2021-04-08 10:00:00 UTC+0000,1.25
2021-04-08 14:00:00 UTC+0000,7.5
2021-04-08 18:00:00 UTC+0000,4.0
2021-04-08 22:00:00 UTC+0000,0.795
2021-04-09 02:00:00 UTC+0000,2.47
2021-04-09 06:00:00 UTC+0000,5.25
2021-04-09 10:00:00 UTC+0000,0.97
2021-04-09 14:00:00 UTC+0000,7.3375
2021-04-09 18:00:00 UTC+0000,3.72
2021-04-09 22:00:00 UTC+0000,0.75
2021-04-10 02:00:00 UTC+0000,1.46
2021-04-10 06:00:00 UTC+0000,4.0825
2021-04-10 10:00:00 UTC+0000,0.75
2021-04-10 14:00:00 UTC+0000,4.5525
2021-04-10 18:00:00 UTC+0000,3.855
2021-04-10 22:00:00 UTC+0000,0.475
2021-04-11 02:00:00 UTC+0000,0.86
2021-04-11 06:00:00 UTC+0000,3.0
2021-04-11 10:00:00 UTC+0000,0.625
2021-04-11 14:00:00 UTC+0000,3.96
2021-04-11 18:00:00 UTC+0000,3.375
2021-04-11 22:00:00 UTC+0000,23.8175
2021-04-12 02:00:00 UTC+0000,30.0
2021-04-12 06:00:00 UTC+0000,45.0
2021-04-12 10:00:00 UTC+0000,30.0
2021-04-12 14:00:00 UTC+0000,38.335
2021-04-12 18:00:00 UTC+0000,14.5
2021-04-12 22:00:00 UTC+0000,11.3625
2021-04-13 02:00:00 UTC+0000,22.955
2021-04-13 06:00:00 UTC+0000,25.165
2021-04-13 10:00:00 UTC+0000,15.7125
2021-04-13 14:00:00 UTC+0000,20.3825
2021-04-13 18:00:00 UTC+0000,11.1575
2021-04-13 22:00:00 UTC+0000,5.05
2021-04-14 02:00:00 UTC+0000,16.0
2021-04-14 06:00:00 UTC+0000,19.75
2021-04-14 10:00:00 UTC+0000,8.35
2021-04-14 14:00:00 UTC+0000,15.125
2021-04-14 18:00:00 UTC+0000,9.53
2021-04-14 22:00:00 UTC+0000,4.67
2021-04-15 02:00:00 UTC+0000,1892.31
2021-04-15 06:00:00 UTC+0000,2437.5
2021-04-15 10:00:00 UTC+0000,1456.2575
2021-04-15 14:00:00 UTC+0000,263.5
2021-04-15 18:00:00 UTC+0000,8.1775
2021-04-15 22:00:00 UTC+0000,20.5
2021-04-16 02:00:00 UTC+0000,70.0
2021-04-16 06:00:00 UTC+0000,111.0
2021-04-16 10:00:00 UTC+0000,50.0
2021-04-16 14:00:00 UTC+0000,48.215
2021-04-16 18:00:00 UTC+0000,67.85
2021-04-16 22:00:00 UTC+0000,8.5
2021-04-17 02:00:00 UTC+0000,14.4975
2021-04-17 06:00:00 UTC+0000,19.3325
2021-04-17 10:00:00 UTC+0000,12.7275
2021-04-17 14:00:00 UTC+0000,15.8525
2021-04-17 18:00:00 UTC+0000,17.0
2021-04-17 22:00:00 UTC+0000,4.7225
2021-04-18 02:00:00 UTC+0000,7.375
2021-04-18 06:00:00 UTC+0000,11.9225
2021-04-18 10:00:00 UTC+0000,7.0
2021-04-18 14:00:00 UTC+0000,10.75
2021-04-18 18:00:00 UTC+0000,10.0725
2021-04-18 22:00:00 UTC+0000,10.5
2021-04-19 02:00:00 UTC+0000,24.25
2021-04-19 06:00:00 UTC+0000,35.755
2021-04-19 10:00:00 UTC+0000,17.0825
2021-04-19 14:00:00 UTC+0000,19.525
2021-04-19 18:00:00 UTC+0000,16.0
2021-04-19 22:00:00 UTC+0000,5.375
2021-04-20 02:00:00 UTC+0000,14.59
2021-04-20 06:00:00 UTC+0000,23.39
2021-04-20 10:00:00 UTC+0000,10.4
2021-04-20 14:00:00 UTC+0000,16.25
2021-04-20 18:00:00 UTC+0000,12.0
2021-04-20 22:00:00 UTC+0000,3.25
2021-04-21 02:00:00 UTC+0000,10.385
2021-04-21 06:00:00 UTC+0000,20.5275
2021-04-21 10:00:00 UTC+0000,6.75
2021-04-21 14:00:00 UTC+0000,11.3975
2021-04-21 18:00:00 UTC+0000,7.87
2021-04-21 22:00:00 UTC+0000,2.1125
2021-04-22 02:00:00 UTC+0000,8.64
2021-04-22 06:00:00 UTC+0000,19.8925
2021-04-22 10:00:00 UTC+0000,5.24
2021-04-22 14:00:00 UTC+0000,10.6975
2021-04-22 18:00:00 UTC+0000,8.75
2021-04-22 22:00:00 UTC+0000,1.48
2021-04-23 02:00:00 UTC+0000,7.5
2021-04-23 06:00:00 UTC+0000,13.95
2021-04-23 10:00:00 UTC+0000,3.6125
2021-04-23 14:00:00 UTC+0000,8.8175
2021-04-23 18:00:00 UTC+0000,15.4275
2021-04-23 22:00:00 UTC+0000,1.165
2021-04-24 02:00:00 UTC+0000,4.8475
2021-04-24 06:00:00 UTC+0000,9.625
2021-04-24 10:00:00 UTC+0000,2.6025
2021-04-24 14:00:00 UTC+0000,6.8275
2021-04-24 18:00:00 UTC+0000,9.93
2021-04-24 22:00:00 UTC+0000,1.11
2021-04-25 02:00:00 UTC+0000,4.165
2021-04-25 06:00:00 UTC+0000,7.765
2021-04-25 10:00:00 UTC+0000,2.25
2021-04-25 14:00:00 UTC+0000,5.83
2021-04-25 18:00:00 UTC+0000,7.75
2021-04-25 22:00:00 UTC+0000,8.25
2021-04-26 02:00:00 UTC+0000,15.04
2021-04-26 06:00:00 UTC+0000,17.5
2021-04-26 10:00:00 UTC+0000,11.0
2021-04-26 14:00:00 UTC+0000,14.52
2021-04-26 18:00:00 UTC+0000,10.6775
2021-04-26 22:00:00 UTC+0000,4.5
2021-04-27 02:00:00 UTC+0000,10.0475
2021-04-27 06:00:00 UTC+0000,13.1575
2021-04-27 10:00:00 UTC+0000,7.25
2021-04-27 14:00:00 UTC+0000,10.41
2021-04-27 18:00:00 UTC+0000,8.5
2021-04-27 22:00:00 UTC+0000,2.75
2021-04-28 02:00:00 UTC+0000,7.875
2021-04-28 06:00:00 UTC+0000,11.285
2021-04-28 10:00:00 UTC+0000,6.0
2021-04-28 14:00:00 UTC+0000,8.5
2021-04-28 18:00:00 UTC+0000,6.97
2021-04-28 22:00:00 UTC+0000,1.8575
2021-04-29 02:00:00 UTC+0000,6.115
2021-04-29 06:00:00 UTC+0000,9.65
2021-04-29 10:00:00 UTC+0000,4.485
2021-04-29 14:00:00 UTC+0000,7.23
2021-04-29 18:00:00 UTC+0000,5.6
2021-04-29 22:00:00 UTC+0000,19.25
2021-04-30 02:00:00 UTC+0000,41.425
2021-04-30 06:00:00 UTC+0000,42.105
2021-04-30 10:00:00 UTC+0000,20.3125
2021-04-30 14:00:00 UTC+0000,36.0
2021-04-30 18:00:00 UTC+0000,46.875
2021-04-30 22:00:00 UTC+0000,9.58
2021-05-01 02:00:00 UTC+0000,9.8575
2021-05-01 06:00:00 UTC+0000,13.58
2021-05-01 10:00:00 UTC+0000,7.25
2021-05-01 14:00:00 UTC+0000,12.8425
2021-05-01 18:00:00 UTC+0000,19.665
2021-05-01 22:00:00 UTC+0000,5.2075
2021-05-02 02:00:00 UTC+0000,5.875
2021-05-02 06:00:00 UTC+0000,9.095
2021-05-02 10:00:00 UTC+0000,5.1725
2021-05-02 14:00:00 UTC+0000,9.8925
2021-05-02 18:00:00 UTC+0000,12.3175
2021-05-02 22:00:00 UTC+0000,29.8
2021-05-03 02:00:00 UTC+0000,36.115
2021-05-03 06:00:00 UTC+0000,63.75
2021-05-03 10:00:00 UTC+0000,53.0
2021-05-03 14:00:00 UTC+0000,37.305
2021-05-03 18:00:00 UTC+0000,37.1625
2021-05-03 22:00:00 UTC+0000,19.37
2021-05-04 02:00:00 UTC+0000,22.6825
2021-05-04 06:00:00 UTC+0000,42.175
2021-05-04 10:00:00 UTC+0000,27.175
2021-05-04 14:00:00 UTC+0000,26.6625
2021-05-04 18:00:00 UTC+0000,22.9075
2021-05-04 22:00:00 UTC+0000,92.0
2021-05-05 02:00:00 UTC+0000,75.0
2021-05-05 06:00:00 UTC+0000,225.0
2021-05-05 10:00:00 UTC+0000,166.5
2021-05-05 14:00:00 UTC+0000,139.04
2021-05-05 18:00:00 UTC+0000,86.4625
2021-05-05 22:00:00 UTC+0000,31.25
2021-05-06 02:00:00 UTC+0000,36.4275
2021-05-06 06:00:00 UTC+0000,68.0
2021-05-06 10:00:00 UTC+0000,52.25
2021-05-06 14:00:00 UTC+0000,84.81
2021-05-06 18:00:00 UTC+0000,44.17
2021-05-06 22:00:00 UTC+0000,19.4225
2021-05-07 02:00:00 UTC+0000,30.0
2021-05-07 06:00:00 UTC+0000,56.125
2021-05-07 10:00:00 UTC+0000,33.1675
2021-05-07 14:00:00 UTC+0000,44.0
2021-05-07 18:00:00 UTC+0000,62.7775
2021-05-07 22:00:00 UTC+0000,12.235
2021-05-08 02:00:00 UTC+0000,16.0
2021-05-08 06:00:00 UTC+0000,25.9725
2021-05-08 10:00:00 UTC+0000,19.5825
2021-05-08 14:00:00 UTC+0000,27.55
2021-05-08 18:00:00 UTC+0000,35.0
2021-05-08 22:00:00 UTC+0000,14.375
2021-05-09 02:00:00 UTC+0000,12.45
2021-05-09 06:00:00 UTC+0000,22.5
2021-05-09 10:00:00 UTC+0000,25.1475
2021-05-09 14:00:00 UTC+0000,26.875
2021-05-09 18:00:00 UTC+0000,25.25
2021-05-09 22:00:00 UTC+0000,15.73
2021-05-10 02:00:00 UTC+0000,23.975
2021-05-10 06:00:00 UTC+0000,36.78
2021-05-10 10:00:00 UTC+0000,27.0
2021-05-10 14:00:00 UTC+0000,30.5
2021-05-10 18:00:00 UTC+0000,25.0
2021-05-10 22:00:00 UTC+0000,12.25
2021-05-11 02:00:00 UTC+0000,19.0
2021-05-11 06:00:00 UTC+0000,34.69
2021-05-11 10:00:00 UTC+0000,19.05
2021-05-11 14:00:00 UTC+0000,23.67
2021-05-11 18:00:00 UTC+0000,19.2225
2021-05-11 22:00:00 UTC+0000,8.725
2021-05-12 02:00:00 UTC+0000,13.5625
2021-05-12 06:00:00 UTC+0000,24.5
2021-05-12 10:00:00 UTC+0000,15.58
2021-05-12 14:00:00 UTC+0000,18.4725
2021-05-12 18:00:00 UTC+0000,13.9025
2021-05-12 22:00:00 UTC+0000,6.5
2021-05-13 02:00:00 UTC+0000,9.23
2021-05-13 06:00:00 UTC+0000,15.905
2021-05-13 10:00:00 UTC+0000,10.735
2021-05-13 14:00:00 UTC+0000,13.4075
2021-05-13 18:00:00 UTC+0000,10.03
2021-05-13 22:00:00 UTC+0000,4.5075
2021-05-14 02:00:00 UTC+0000,7.16
2021-05-14 06:00:00 UTC+0000,11.7
2021-05-14 10:00:00 UTC+0000,8.0
2021-05-14 14:00:00 UTC+0000,9.89
2021-05-14 18:00:00 UTC+0000,9.4175
2021-05-14 22:00:00 UTC+0000,3.54
2021-05-15 02:00:00 UTC+0000,5.13
2021-05-15 06:00:00 UTC+0000,8.25
2021-05-15 10:00:00 UTC+0000,5.44
2021-05-15 14:00:00 UTC+0000,7.7175
2021-05-15 18:00:00 UTC+0000,9.065
2021-05-15 22:00:00 UTC+0000,2.65
2021-05-16 02:00:00 UTC+0000,3.5
2021-05-16 06:00:00 UTC+0000,6.8
2021-05-16 10:00:00 UTC+0000,4.52
2021-05-16 14:00:00 UTC+0000,7.25
2021-05-16 18:00:00 UTC+0000,7.18
2021-05-16 22:00:00 UTC+0000,6.42
2021-05-17 02:00:00 UTC+0000,12.23
2021-05-17 06:00:00 UTC+0000,19.5775
2021-05-17 10:00:00 UTC+0000,13.0
2021-05-17 14:00:00 UTC+0000,17.4975
2021-05-17 18:00:00 UTC+0000,12.25
2021-05-17 22:00:00 UTC+0000,4.495
2021-05-18 02:00:00 UTC+0000,10.0425
2021-05-18 06:00:00 UTC+0000,18.75
2021-05-18 10:00:00 UTC+0000,9.5
2021-05-18 14:00:00 UTC+0000,14.0475
2021-05-18 18:00:00 UTC+0000,11.3775
2021-05-18 22:00:00 UTC+0000,3.225
2021-05-19 02:00:00 UTC+0000,7.5
2021-05-19 06:00:00 UTC+0000,15.09
2021-05-19 10:00:00 UTC+0000,8.48
2021-05-19 14:00:00 UTC+0000,11.75
2021-05-19 18:00:00 UTC+0000,9.67
2021-05-19 22:00:00 UTC+0000,2.5
2021-05-20 02:00:00 UTC+0000,7.4175
2021-05-20 06:00:00 UTC+0000,12.1
2021-05-20 10:00:00 UTC+0000,6.5
2021-05-20 14:00:00 UTC+0000,9.74
2021-05-20 18:00:00 UTC+0000,8.64
2021-05-20 22:00:00 UTC+0000,1.825
2021-05-21 02:00:00 UTC+0000,5.25
2021-05-21 06:00:00 UTC+0000,9.0
2021-05-21 10:00:00 UTC+0000,6.41
2021-05-21 14:00:00 UTC+0000,10.0
2021-05-21 18:00:00 UTC+0000,7.62
2021-05-21 22:00:00 UTC+0000,14.95
2021-05-22 02:00:00 UTC+0000,13.0
2021-05-22 06:00:00 UTC+0000,21.95
2021-05-22 10:00:00 UTC+0000,20.25
2021-05-22 14:00:00 UTC+0000,30.5775
2021-05-22 18:00:00 UTC+0000,26.67
2021-05-22 22:00:00 UTC+0000,12.0
2021-05-23 02:00:00 UTC+0000,9.6675
2021-05-23 06:00:00 UTC+0000,18.4725
2021-05-23 10:00:00 UTC+0000,16.6675
2021-05-23 14:00:00 UTC+0000,23.2525
2021-05-23 18:00:00 UTC+0000,23.17
2021-05-23 22:00:00 UTC+0000,10.325
2021-05-24 02:00:00 UTC+0000,7.755
2021-05-24 06:00:00 UTC+0000,15.075
2021-05-24 10:00:00 UTC+0000,28.95
2021-05-24 14:00:00 UTC+0000,26.2925
2021-05-24 18:00:00 UTC+0000,18.3925
2021-05-24 22:00:00 UTC+0000,7.97
2021-05-25 02:00:00 UTC+0000,9.675
2021-05-25 06:00:00 UTC+0000,45.0
2021-05-25 10:00:00 UTC+0000,31.5
2021-05-25 14:00:00 UTC+0000,19.25
2021-05-25 18:00:00 UTC+0000,14.7
2021-05-25 22:00:00 UTC+0000,6.0
2021-05-26 02:00:00 UTC+0000,6.5
2021-05-26 06:00:00 UTC+0000,20.0
2021-05-26 10:00:00 UTC+0000,19.9
2021-05-26 14:00:00 UTC+0000,15.81
2021-05-26 18:00:00 UTC+0000,12.1175
2021-05-26 22:00:00 UTC+0000,4.075
2021-05-27 02:00:00 UTC+0000,12.25
2021-05-27 06:00:00 UTC+0000,15.6675
2021-05-27 10:00:00 UTC+0000,12.375
2021-05-27 14:00:00 UTC+0000,12.005
2021-05-27 18:00:00 UTC+0000,8.775
2021-05-27 22:00:00 UTC+0000,2.75
2021-05-28 02:00:00 UTC+0000,7.75
2021-05-28 06:00:00 UTC+0000,11.0
2021-05-28 10:00:00 UTC+0000,7.915
2021-05-28 14:00:00 UTC+0000,9.45
2021-05-28 18:00:00 UTC+0000,11.55
2021-05-28 22:00:00 UTC+0000,1.95
2021-05-29 02:00:00 UTC+0000,4.5
2021-05-29 06:00:00 UTC+0000,7.125
2021-05-29 10:00:00 UTC+0000,5.0
2021-05-29 14:00:00 UTC+0000,6.625
2021-05-29 18:00:00 UTC+0000,8.185
2021-05-29 22:00:00 UTC+0000,1.25
2021-05-30 02:00:00 UTC+0000,2.71
2021-05-30 06:00:00 UTC+0000,5.84
2021-05-30 10:00:00 UTC+0000,4.385
2021-05-30 14:00:00 UTC+0000,6.3325
2021-05-30 18:00:00 UTC+0000,5.36
2021-05-30 22:00:00 UTC+0000,3.97
2021-05-31 02:00:00 UTC+0000,6.9675
2021-05-31 06:00:00 UTC+0000,11.155
2021-05-31 10:00:00 UTC+0000,10.2575
2021-05-31 14:00:00 UTC+0000,10.5525
2021-05-31 18:00:00 UTC+0000,8.0
2021-05-31 22:00:00 UTC+0000,2.5
2021-06-01 02:00:00 UTC+0000,5.5625
2021-06-01 06:00:00 UTC+0000,10.5
2021-06-01 10:00:00 UTC+0000,7.25
2021-06-01 14:00:00 UTC+0000,7.8325
2021-06-01 18:00:00 UTC+0000,6.375
2021-06-01 22:00:00 UTC+0000,2.0475
2021-06-02 02:00:00 UTC+0000,4.0675
2021-06-02 06:00:00 UTC+0000,10.71
2021-06-02 10:00:00 UTC+0000,6.39
2021-06-02 14:00:00 UTC+0000,9.1375
2021-06-02 18:00:00 UTC+0000,7.33
2021-06-02 22:00:00 UTC+0000,8.4325
2021-06-03 02:00:00 UTC+0000,5.0
2021-06-03 06:00:00 UTC+0000,13.26
2021-06-03 10:00:00 UTC+0000,8.15
2021-06-03 14:00:00 UTC+0000,7.2
2021-06-03 18:00:00 UTC+0000,8.55
2021-06-03 22:00:00 UTC+0000,5.7
2021-06-04 02:00:00 UTC+0000,8.125
2021-06-04 06:00:00 UTC+0000,11.0
2021-06-04 10:00:00 UTC+0000,10.775
2021-06-04 14:00:00 UTC+0000,9.1425
2021-06-04 18:00:00 UTC+0000,11.475
2021-06-04 22:00:00 UTC+0000,5.0
2021-06-05 02:00:00 UTC+0000,5.32
2021-06-05 06:00:00 UTC+0000,8.0
2021-06-05 10:00:00 UTC+0000,6.54
2021-06-05 14:00:00 UTC+0000,7.2
2021-06-05 18:00:00 UTC+0000,10.015
2021-06-05 22:00:00 UTC+0000,3.18
2021-06-06 02:00:00 UTC+0000,3.0
2021-06-06 06:00:00 UTC+0000,6.205
2021-06-06 10:00:00 UTC+0000,4.75
2021-06-06 14:00:00 UTC+0000,6.1925
2021-06-06 18:00:00 UTC+0000,7.5
2021-06-06 22:00:00 UTC+0000,4.605
2021-06-07 02:00:00 UTC+0000,6.5
2021-06-07 06:00:00 UTC+0000,19.8325
2021-06-07 10:00:00 UTC+0000,9.52
2021-06-07 14:00:00 UTC+0000,10.5025
2021-06-07 18:00:00 UTC+0000,10.25
2021-06-07 22:00:00 UTC+0000,3.11
2021-06-08 02:00:00 UTC+0000,7.21
2021-06-08 06:00:00 UTC+0000,13.75
2021-06-08 10:00:00 UTC+0000,7.9475
2021-06-08 14:00:00 UTC+0000,8.125
2021-06-08 18:00:00 UTC+0000,8.33
2021-06-08 22:00:00 UTC+0000,2.7175
2021-06-09 02:00:00 UTC+0000,5.1275
2021-06-09 06:00:00 UTC+0000,19.5225
2021-06-09 10:00:00 UTC+0000,7.0
2021-06-09 14:00:00 UTC+0000,8.695
2021-06-09 18:00:00 UTC+0000,32.0
2021-06-09 22:00:00 UTC+0000,9.75
2021-06-10 02:00:00 UTC+0000,28.68
2021-06-10 06:00:00 UTC+0000,119.09
2021-06-10 10:00:00 UTC+0000,91.305
2021-06-10 14:00:00 UTC+0000,31.0
2021-06-10 18:00:00 UTC+0000,28.75
2021-06-10 22:00:00 UTC+0000,5.6
2021-06-11 02:00:00 UTC+0000,10.0575
2021-06-11 06:00:00 UTC+0000,28.205
2021-06-11 10:00:00 UTC+0000,24.75
2021-06-11 14:00:00 UTC+0000,11.65
2021-06-11 18:00:00 UTC+0000,14.15
2021-06-11 22:00:00 UTC+0000,4.1875
2021-06-12 02:00:00 UTC+0000,7.125
2021-06-12 06:00:00 UTC+0000,14.75
2021-06-12 10:00:00 UTC+0000,12.6325
2021-06-12 14:00:00 UTC+0000,7.8125
2021-06-12 18:00:00 UTC+0000,10.0425
2021-06-12 22:00:00 UTC+0000,3.0
2021-06-13 02:00:00 UTC+0000,4.79
2021-06-13 06:00:00 UTC+0000,12.11
2021-06-13 10:00:00 UTC+0000,10.49
2021-06-13 14:00:00 UTC+0000,7.5
2021-06-13 18:00:00 UTC+0000,9.375
2021-06-13 22:00:00 UTC+0000,2.97
2021-06-14 02:00:00 UTC+0000,5.75
2021-06-14 06:00:00 UTC+0000,12.08
2021-06-14 10:00:00 UTC+0000,9.75
2021-06-14 14:00:00 UTC+0000,11.6975
2021-06-14 18:00:00 UTC+0000,11.005
2021-06-14 22:00:00 UTC+0000,2.49
2021-06-15 02:00:00 UTC+0000,7.25
2021-06-15 06:00:00 UTC+0000,15.885
2021-06-15 10:00:00 UTC+0000,7.9575
2021-06-15 14:00:00 UTC+0000,10.26
2021-06-15 18:00:00 UTC+0000,15.7975
2021-06-15 22:00:00 UTC+0000,2.095
2021-06-16 02:00:00 UTC+0000,6.0
2021-06-16 06:00:00 UTC+0000,16.55
2021-06-16 10:00:00 UTC+0000,7.45
2021-06-16 14:00:00 UTC+0000,10.66
2021-06-16 18:00:00 UTC+0000,11.76
2021-06-16 22:00:00 UTC+0000,1.75
2021-06-17 02:00:00 UTC+0000,9.5
2021-06-17 06:00:00 UTC+0000,18.3725
2021-06-17 10:00:00 UTC+0000,7.9025
2021-06-17 14:00:00 UTC+0000,11.815
2021-06-17 18:00:00 UTC+0000,12.25
2021-06-17 22:00:00 UTC+0000,1.27
2021-06-18 02:00:00 UTC+0000,6.225
2021-06-18 06:00:00 UTC+0000,13.6325
2021-06-18 10:00:00 UTC+0000,6.005
2021-06-18 14:00:00 UTC+0000,10.1625
2021-06-18 18:00:00 UTC+0000,10.25
2021-06-18 22:00:00 UTC+0000,1.0575
2021-06-19 02:00:00 UTC+0000,3.79
2021-06-19 06:00:00 UTC+0000,8.5675
2021-06-19 10:00:00 UTC+0000,4.52
2021-06-19 14:00:00 UTC+0000,7.75
2021-06-19 18:00:00 UTC+0000,8.0
2021-06-19 22:00:00 UTC+0000,0.75
2021-06-20 02:00:00 UTC+0000,2.3625
2021-06-20 06:00:00 UTC+0000,6.3375
2021-06-20 10:00:00 UTC+0000,3.335
2021-06-20 14:00:00 UTC+0000,5.9275
2021-06-20 18:00:00 UTC+0000,6.33
2021-06-20 22:00:00 UTC+0000,1.75
2021-06-21 02:00:00 UTC+0000,6.0
2021-06-21 06:00:00 UTC+0000,11.36
2021-06-21 10:00:00 UTC+0000,6.9575
2021-06-21 14:00:00 UTC+0000,9.75
2021-06-21 18:00:00 UTC+0000,9.295
2021-06-21 22:00:00 UTC+0000,1.1725
2021-06-22 02:00:00 UTC+0000,5.39
2021-06-22 06:00:00 UTC+0000,10.6
2021-06-22 10:00:00 UTC+0000,5.4475
2021-06-22 14:00:00 UTC+0000,7.385
2021-06-22 18:00:00 UTC+0000,8.315
2021-06-22 22:00:00 UTC+0000,1.36
2021-06-23 02:00:00 UTC+0000,5.75
2021-06-23 06:00:00 UTC+0000,13.4
2021-06-23 10:00:00 UTC+0000,5.315
2021-06-23 14:00:00 UTC+0000,12.07
2021-06-23 18:00:00 UTC+0000,23.5
2021-06-23 22:00:00 UTC+0000,1.0
2021-06-24 02:00:00 UTC+0000,5.0
2021-06-24 06:00:00 UTC+0000,17.9125
2021-06-24 10:00:00 UTC+0000,4.825
2021-06-24 14:00:00 UTC+0000,18.825
2021-06-24 18:00:00 UTC+0000,16.82
2021-06-24 22:00:00 UTC+0000,0.6875
2021-06-25 02:00:00 UTC+0000,4.11
2021-06-25 06:00:00 UTC+0000,13.19
2021-06-25 10:00:00 UTC+0000,4.4175
2021-06-25 14:00:00 UTC+0000,13.55
2021-06-25 18:00:00 UTC+0000,12.69
2021-06-25 22:00:00 UTC+0000,5.0
2021-06-26 02:00:00 UTC+0000,4.25
2021-06-26 06:00:00 UTC+0000,9.1
2021-06-26 10:00:00 UTC+0000,3.7
2021-06-26 14:00:00 UTC+0000,13.9025
2021-06-26 18:00:00 UTC+0000,13.87
2021-06-26 22:00:00 UTC+0000,3.595
2021-06-27 02:00:00 UTC+0000,3.2075
2021-06-27 06:00:00 UTC+0000,6.945
2021-06-27 10:00:00 UTC+0000,3.25
2021-06-27 14:00:00 UTC+0000,10.6475
2021-06-27 18:00:00 UTC+0000,11.5
2021-06-27 22:00:00 UTC+0000,3.0
2021-06-28 02:00:00 UTC+0000,5.25
2021-06-28 06:00:00 UTC+0000,11.635
2021-06-28 10:00:00 UTC+0000,7.63
2021-06-28 14:00:00 UTC+0000,13.375
2021-06-28 18:00:00 UTC+0000,13.61
2021-06-28 22:00:00 UTC+0000,2.3325
2021-06-29 02:00:00 UTC+0000,6.045
2021-06-29 06:00:00 UTC+0000,12.25
2021-06-29 10:00:00 UTC+0000,6.125
2021-06-29 14:00:00 UTC+0000,12.0
2021-06-29 18:00:00 UTC+0000,12.07
2021-06-29 22:00:00 UTC+0000,1.775
2021-06-30 02:00:00 UTC+0000,4.75
2021-06-30 06:00:00 UTC+0000,12.875
2021-06-30 10:00:00 UTC+0000,5.035
2021-06-30 14:00:00 UTC+0000,11.5075
2021-06-30 18:00:00 UTC+0000,11.2125
2021-06-30 22:00:00 UTC+0000,1.37
2021-07-01 02:00:00 UTC+0000,4.06
2021-07-01 06:00:00 UTC+0000,11.175
2021-07-01 10:00:00 UTC+0000,4.0625
2021-07-01 14:00:00 UTC+0000,10.3475
2021-07-01 18:00:00 UTC+0000,9.51
2021-07-01 22:00:00 UTC+0000,1.0
2021-07-02 02:00:00 UTC+0000,3.2175
2021-07-02 06:00:00 UTC+0000,9.1275
2021-07-02 10:00:00 UTC+0000,3.11
2021-07-02 14:00:00 UTC+0000,8.875
2021-07-02 18:00:00 UTC+0000,10.0
2021-07-02 22:00:00 UTC+0000,1.9725
2021-07-03 02:00:00 UTC+0000,2.3425
2021-07-03 06:00:00 UTC+0000,7.0
2021-07-03 10:00:00 UTC+0000,2.125
2021-07-03 14:00:00 UTC+0000,7.145
2021-07-03 18:00:00 UTC+0000,7.64
2021-07-03 22:00:00 UTC+0000,1.2
2021-07-04 02:00:00 UTC+0000,1.6875
2021-07-04 06:00:00 UTC+0000,5.03
2021-07-04 10:00:00 UTC+0000,1.49
2021-07-04 14:00:00 UTC+0000,5.6325
2021-07-04 18:00:00 UTC+0000,6.5
2021-07-04 22:00:00 UTC+0000,1.6
2021-07-05 02:00:00 UTC+0000,4.145
2021-07-05 06:00:00 UTC+0000,10.05
2021-07-05 10:00:00 UTC+0000,4.75
2021-07-05 14:00:00 UTC+0000,10.35
2021-07-05 18:00:00 UTC+0000,10.325
2021-07-05 22:00:00 UTC+0000,1.03
2021-07-06 02:00:00 UTC+0000,2.73
2021-07-06 06:00:00 UTC+0000,8.22
2021-07-06 10:00:00 UTC+0000,3.3325
2021-07-06 14:00:00 UTC+0000,7.1525
2021-07-06 18:00:00 UTC+0000,7.3625
2021-07-06 22:00:00 UTC+0000,0.79
2021-07-07 02:00:00 UTC+0000,2.8125
2021-07-07 06:00:00 UTC+0000,10.84
2021-07-07 10:00:00 UTC+0000,2.82
2021-07-07 14:00:00 UTC+0000,7.62
2021-07-07 18:00:00 UTC+0000,9.15
2021-07-07 22:00:00 UTC+0000,0.55
2021-07-08 02:00:00 UTC+0000,2.125
2021-07-08 06:00:00 UTC+0000,9.15
2021-07-08 10:00:00 UTC+0000,2.16
2021-07-08 14:00:00 UTC+0000,11.5
2021-07-08 18:00:00 UTC+0000,8.3125
2021-07-08 22:00:00 UTC+0000,0.5
2021-07-09 02:00:00 UTC+0000,3.94
2021-07-09 06:00:00 UTC+0000,9.0
2021-07-09 10:00:00 UTC+0000,2.0
2021-07-09 14:00:00 UTC+0000,7.65
2021-07-09 18:00:00 UTC+0000,8.645
2021-07-09 22:00:00 UTC+0000,0.83
2021-07-10 02:00:00 UTC+0000,2.4225
2021-07-10 06:00:00 UTC+0000,6.29
2021-07-10 10:00:00 UTC+0000,1.55
2021-07-10 14:00:00 UTC+0000,6.25
2021-07-10 18:00:00 UTC+0000,7.8425
2021-07-10 22:00:00 UTC+0000,0.69
