time (UTC),aFRR+_capacity_marginal_price[(EUR/MW)/h]
2021-12-18 07:00:00 UTC+0000,13.14
2021-12-18 11:00:00 UTC+0000,7.98
2021-12-18 15:00:00 UTC+0000,18.89
2021-12-18 19:00:00 UTC+0000,3.86
2021-12-18 23:00:00 UTC+0000,1.74
2021-12-19 03:00:00 UTC+0000,4.73
2021-12-19 07:00:00 UTC+0000,9.19
2021-12-19 11:00:00 UTC+0000,5.38
2021-12-19 15:00:00 UTC+0000,13.54
2021-12-19 19:00:00 UTC+0000,3.5
2021-12-19 23:00:00 UTC+0000,4.12
2021-12-20 03:00:00 UTC+0000,16.25
2021-12-20 07:00:00 UTC+0000,33.08
2021-12-20 11:00:00 UTC+0000,25.61
2021-12-20 15:00:00 UTC+0000,50.42
2021-12-20 19:00:00 UTC+0000,13.3
2021-12-20 23:00:00 UTC+0000,3.59
2021-12-21 03:00:00 UTC+0000,16.66
2021-12-21 07:00:00 UTC+0000,28.83
2021-12-21 11:00:00 UTC+0000,19.01
2021-12-21 15:00:00 UTC+0000,48.51
2021-12-21 19:00:00 UTC+0000,10.87
2021-12-21 23:00:00 UTC+0000,2.41
2021-12-22 03:00:00 UTC+0000,12.8
2021-12-22 07:00:00 UTC+0000,20.48
2021-12-22 11:00:00 UTC+0000,15.95
2021-12-22 15:00:00 UTC+0000,45.0
2021-12-22 19:00:00 UTC+0000,9.09
2021-12-22 23:00:00 UTC+0000,1.62
2021-12-23 03:00:00 UTC+0000,8.09
2021-12-23 07:00:00 UTC+0000,14.13
2021-12-23 11:00:00 UTC+0000,10.36
2021-12-23 15:00:00 UTC+0000,29.18
2021-12-23 19:00:00 UTC+0000,6.5
2021-12-23 23:00:00 UTC+0000,1.24
2021-12-24 03:00:00 UTC+0000,5.58
2021-12-24 07:00:00 UTC+0000,9.34
2021-12-24 11:00:00 UTC+0000,6.62
2021-12-24 15:00:00 UTC+0000,24.04
2021-12-24 19:00:00 UTC+0000,4.69
2021-12-24 23:00:00 UTC+0000,1.0
2021-12-25 03:00:00 UTC+0000,4.21
2021-12-25 07:00:00 UTC+0000,6.56
2021-12-25 11:00:00 UTC+0000,5.0
2021-12-25 15:00:00 UTC+0000,21.4
2021-12-25 19:00:00 UTC+0000,4.86
2021-12-25 23:00:00 UTC+0000,0.84
2021-12-26 03:00:00 UTC+0000,3.15
2021-12-26 07:00:00 UTC+0000,4.45
2021-12-26 11:00:00 UTC+0000,3.73
2021-12-26 15:00:00 UTC+0000,15.65
2021-12-26 19:00:00 UTC+0000,4.18
2021-12-26 23:00:00 UTC+0000,1.8
2021-12-27 03:00:00 UTC+0000,7.31
2021-12-27 07:00:00 UTC+0000,15.34
2021-12-27 11:00:00 UTC+0000,12.56
2021-12-27 15:00:00 UTC+0000,26.94
2021-12-27 19:00:00 UTC+0000,7.64
2021-12-27 23:00:00 UTC+0000,1.13
2021-12-28 03:00:00 UTC+0000,4.74
2021-12-28 07:00:00 UTC+0000,10.88
2021-12-28 11:00:00 UTC+0000,8.76
2021-12-28 15:00:00 UTC+0000,20.88
2021-12-28 19:00:00 UTC+0000,4.77
2021-12-28 23:00:00 UTC+0000,0.84
2021-12-29 03:00:00 UTC+0000,3.75
2021-12-29 07:00:00 UTC+0000,7.9
2021-12-29 11:00:00 UTC+0000,6.67
2021-12-29 15:00:00 UTC+0000,17.2
2021-12-29 19:00:00 UTC+0000,4.1
2021-12-29 23:00:00 UTC+0000,0.53
2021-12-30 03:00:00 UTC+0000,2.6
2021-12-30 07:00:00 UTC+0000,6.34
2021-12-30 11:00:00 UTC+0000,4.89
2021-12-30 15:00:00 UTC+0000,12.65
2021-12-30 19:00:00 UTC+0000,2.83
2021-12-30 23:00:00 UTC+0000,1.96
2021-12-31 03:00:00 UTC+0000,2.09
2021-12-31 07:00:00 UTC+0000,4.55
2021-12-31 11:00:00 UTC+0000,3.76
2021-12-31 15:00:00 UTC+0000,9.35
2021-12-31 19:00:00 UTC+0000,2.13
2021-12-31 23:00:00 UTC+0000,0.98
2022-01-01 03:00:00 UTC+0000,1.55
2022-01-01 07:00:00 UTC+0000,5.23
2022-01-01 11:00:00 UTC+0000,4.05
2022-01-01 15:00:00 UTC+0000,25.32
2022-01-01 19:00:00 UTC+0000,3.6
2022-01-01 23:00:00 UTC+0000,0.53
2022-01-02 03:00:00 UTC+0000,1.1
2022-01-02 07:00:00 UTC+0000,3.5
2022-01-02 11:00:00 UTC+0000,2.7
2022-01-02 15:00:00 UTC+0000,10.9
2022-01-02 19:00:00 UTC+0000,2.03
2022-01-02 23:00:00 UTC+0000,0.98
2022-01-03 03:00:00 UTC+0000,3.28
2022-01-03 07:00:00 UTC+0000,7.6
2022-01-03 11:00:00 UTC+0000,5.62
2022-01-03 15:00:00 UTC+0000,21.07
2022-01-03 19:00:00 UTC+0000,4.85
2022-01-03 23:00:00 UTC+0000,1.08
2022-01-04 03:00:00 UTC+0000,4.18
2022-01-04 07:00:00 UTC+0000,15.37
2022-01-04 11:00:00 UTC+0000,10.4
2022-01-04 15:00:00 UTC+0000,20.96
2022-01-04 19:00:00 UTC+0000,4.6
2022-01-04 23:00:00 UTC+0000,0.65
2022-01-05 03:00:00 UTC+0000,2.7
2022-01-05 07:00:00 UTC+0000,8.71
2022-01-05 11:00:00 UTC+0000,6.25
2022-01-05 15:00:00 UTC+0000,17.38
2022-01-05 19:00:00 UTC+0000,3.47
2022-01-05 23:00:00 UTC+0000,0.67
2022-01-06 03:00:00 UTC+0000,3.39
2022-01-06 07:00:00 UTC+0000,13.62
2022-01-06 11:00:00 UTC+0000,8.98
2022-01-06 15:00:00 UTC+0000,21.46
2022-01-06 19:00:00 UTC+0000,3.79
2022-01-06 23:00:00 UTC+0000,0.58
2022-01-07 03:00:00 UTC+0000,2.84
2022-01-07 07:00:00 UTC+0000,9.66
2022-01-07 11:00:00 UTC+0000,6.6
2022-01-07 15:00:00 UTC+0000,17.79
2022-01-07 19:00:00 UTC+0000,3.36
2022-01-07 23:00:00 UTC+0000,0.71
2022-01-08 03:00:00 UTC+0000,2.25
2022-01-08 07:00:00 UTC+0000,8.67
2022-01-08 11:00:00 UTC+0000,5.1
2022-01-08 15:00:00 UTC+0000,14.15
2022-01-08 19:00:00 UTC+0000,2.68
2022-01-08 23:00:00 UTC+0000,0.94
2022-01-09 03:00:00 UTC+0000,1.57
2022-01-09 07:00:00 UTC+0000,5.44
2022-01-09 11:00:00 UTC+0000,3.83
2022-01-09 15:00:00 UTC+0000,12.58
2022-01-09 19:00:00 UTC+0000,2.95
2022-01-09 23:00:00 UTC+0000,2.0
2022-01-10 03:00:00 UTC+0000,10.1
2022-01-10 07:00:00 UTC+0000,23.57
2022-01-10 11:00:00 UTC+0000,13.36
2022-01-10 15:00:00 UTC+0000,29.97
2022-01-10 19:00:00 UTC+0000,9.45
2022-01-10 23:00:00 UTC+0000,1.39
2022-01-11 03:00:00 UTC+0000,6.86
2022-01-11 07:00:00 UTC+0000,18.84
2022-01-11 11:00:00 UTC+0000,10.16
2022-01-11 15:00:00 UTC+0000,22.84
2022-01-11 19:00:00 UTC+0000,6.31
2022-01-11 23:00:00 UTC+0000,1.09
2022-01-12 03:00:00 UTC+0000,5.43
2022-01-12 07:00:00 UTC+0000,20.38
2022-01-12 11:00:00 UTC+0000,8.79
2022-01-12 15:00:00 UTC+0000,19.3
2022-01-12 19:00:00 UTC+0000,4.79
2022-01-12 23:00:00 UTC+0000,0.95
2022-01-13 03:00:00 UTC+0000,4.0
2022-01-13 07:00:00 UTC+0000,16.65
2022-01-13 11:00:00 UTC+0000,6.57
2022-01-13 15:00:00 UTC+0000,16.94
2022-01-13 19:00:00 UTC+0000,3.44
2022-01-13 23:00:00 UTC+0000,0.82
2022-01-14 03:00:00 UTC+0000,3.66
2022-01-14 07:00:00 UTC+0000,12.79
2022-01-14 11:00:00 UTC+0000,5.25
2022-01-14 15:00:00 UTC+0000,17.63
2022-01-14 19:00:00 UTC+0000,4.1
2022-01-14 23:00:00 UTC+0000,0.7
2022-01-15 03:00:00 UTC+0000,2.91
2022-01-15 07:00:00 UTC+0000,9.8
2022-01-15 11:00:00 UTC+0000,3.93
2022-01-15 15:00:00 UTC+0000,13.9
2022-01-15 19:00:00 UTC+0000,3.23
2022-01-15 23:00:00 UTC+0000,16.82
2022-01-16 03:00:00 UTC+0000,29.0
2022-01-16 07:00:00 UTC+0000,6.78
2022-01-16 11:00:00 UTC+0000,2.9
2022-01-16 15:00:00 UTC+0000,10.03
2022-01-16 19:00:00 UTC+0000,2.0
2022-01-16 23:00:00 UTC+0000,5.32
2022-01-17 03:00:00 UTC+0000,12.68
2022-01-17 07:00:00 UTC+0000,13.41
2022-01-17 11:00:00 UTC+0000,7.68
2022-01-17 15:00:00 UTC+0000,18.4
2022-01-17 19:00:00 UTC+0000,10.95
2022-01-17 23:00:00 UTC+0000,3.3
2022-01-18 03:00:00 UTC+0000,9.53
2022-01-18 07:00:00 UTC+0000,27.56
2022-01-18 11:00:00 UTC+0000,12.31
2022-01-18 15:00:00 UTC+0000,27.0
2022-01-18 19:00:00 UTC+0000,8.42
2022-01-18 23:00:00 UTC+0000,6.68
2022-01-19 03:00:00 UTC+0000,25.48
2022-01-19 07:00:00 UTC+0000,19.02
2022-01-19 11:00:00 UTC+0000,7.06
2022-01-19 15:00:00 UTC+0000,17.54
2022-01-19 19:00:00 UTC+0000,5.74
2022-01-19 23:00:00 UTC+0000,3.51
2022-01-20 03:00:00 UTC+0000,10.05
2022-01-20 07:00:00 UTC+0000,11.64
2022-01-20 11:00:00 UTC+0000,5.25
2022-01-20 15:00:00 UTC+0000,16.39
2022-01-20 19:00:00 UTC+0000,4.41
2022-01-20 23:00:00 UTC+0000,4.2
2022-01-21 03:00:00 UTC+0000,12.19
2022-01-21 07:00:00 UTC+0000,15.28
2022-01-21 11:00:00 UTC+0000,5.35
2022-01-21 15:00:00 UTC+0000,19.19
2022-01-21 19:00:00 UTC+0000,3.5
2022-01-21 23:00:00 UTC+0000,2.41
2022-01-22 03:00:00 UTC+0000,7.2
2022-01-22 07:00:00 UTC+0000,9.86
2022-01-22 11:00:00 UTC+0000,3.79
2022-01-22 15:00:00 UTC+0000,14.43
2022-01-22 19:00:00 UTC+0000,2.62
2022-01-22 23:00:00 UTC+0000,1.64
2022-01-23 03:00:00 UTC+0000,4.29
2022-01-23 07:00:00 UTC+0000,6.8
2022-01-23 11:00:00 UTC+0000,2.61
2022-01-23 15:00:00 UTC+0000,11.9
2022-01-23 19:00:00 UTC+0000,1.99
2022-01-23 23:00:00 UTC+0000,2.54
2022-01-24 03:00:00 UTC+0000,14.02
2022-01-24 07:00:00 UTC+0000,22.1
2022-01-24 11:00:00 UTC+0000,8.9
2022-01-24 15:00:00 UTC+0000,27.11
2022-01-24 19:00:00 UTC+0000,6.9
2022-01-24 23:00:00 UTC+0000,1.88
2022-01-25 03:00:00 UTC+0000,10.94
2022-01-25 07:00:00 UTC+0000,23.38
2022-01-25 11:00:00 UTC+0000,9.3
2022-01-25 15:00:00 UTC+0000,28.26
2022-01-25 19:00:00 UTC+0000,6.46
2022-01-25 23:00:00 UTC+0000,1.37
2022-01-26 03:00:00 UTC+0000,7.76
2022-01-26 07:00:00 UTC+0000,20.77
2022-01-26 11:00:00 UTC+0000,6.16
2022-01-26 15:00:00 UTC+0000,18.26
2022-01-26 19:00:00 UTC+0000,4.36
2022-01-26 23:00:00 UTC+0000,1.13
2022-01-27 03:00:00 UTC+0000,5.54
2022-01-27 07:00:00 UTC+0000,13.22
2022-01-27 11:00:00 UTC+0000,4.46
2022-01-27 15:00:00 UTC+0000,13.56
2022-01-27 19:00:00 UTC+0000,3.25
2022-01-27 23:00:00 UTC+0000,0.57
2022-01-28 03:00:00 UTC+0000,3.75
2022-01-28 07:00:00 UTC+0000,11.32
2022-01-28 11:00:00 UTC+0000,5.4
2022-01-28 15:00:00 UTC+0000,34.51
2022-01-28 19:00:00 UTC+0000,15.02
2022-01-28 23:00:00 UTC+0000,0.5
2022-01-29 03:00:00 UTC+0000,2.75
2022-01-29 07:00:00 UTC+0000,6.95
2022-01-29 11:00:00 UTC+0000,3.1
2022-01-29 15:00:00 UTC+0000,13.6
2022-01-29 19:00:00 UTC+0000,3.9
2022-01-29 23:00:00 UTC+0000,8.66
2022-01-30 03:00:00 UTC+0000,8.33
2022-01-30 07:00:00 UTC+0000,4.84
2022-01-30 11:00:00 UTC+0000,1.88
2022-01-30 15:00:00 UTC+0000,9.44
2022-01-30 19:00:00 UTC+0000,3.03
2022-01-30 23:00:00 UTC+0000,3.16
2022-01-31 03:00:00 UTC+0000,8.29
2022-01-31 07:00:00 UTC+0000,18.12
2022-01-31 11:00:00 UTC+0000,6.93
2022-01-31 15:00:00 UTC+0000,21.82
2022-01-31 19:00:00 UTC+0000,5.92
2022-01-31 23:00:00 UTC+0000,1.64
2022-02-01 03:00:00 UTC+0000,5.17
2022-02-01 07:00:00 UTC+0000,15.11
2022-02-01 11:00:00 UTC+0000,5.17
2022-02-01 15:00:00 UTC+0000,14.92
2022-02-01 19:00:00 UTC+0000,4.26
2022-02-01 23:00:00 UTC+0000,2.83
2022-02-02 03:00:00 UTC+0000,12.68
2022-02-02 07:00:00 UTC+0000,11.25
2022-02-02 11:00:00 UTC+0000,3.76
2022-02-02 15:00:00 UTC+0000,29.4
2022-02-02 19:00:00 UTC+0000,8.2
2022-02-02 23:00:00 UTC+0000,1.61
2022-02-03 03:00:00 UTC+0000,7.13
2022-02-03 07:00:00 UTC+0000,16.0
2022-02-03 11:00:00 UTC+0000,4.59
2022-02-03 15:00:00 UTC+0000,22.79
2022-02-03 19:00:00 UTC+0000,5.18
2022-02-03 23:00:00 UTC+0000,3.62
2022-02-04 03:00:00 UTC+0000,35.63
2022-02-04 07:00:00 UTC+0000,10.76
2022-02-04 11:00:00 UTC+0000,3.64
2022-02-04 15:00:00 UTC+0000,13.2
2022-02-04 19:00:00 UTC+0000,3.83
2022-02-04 23:00:00 UTC+0000,5.43
2022-02-05 03:00:00 UTC+0000,8.0
2022-02-05 07:00:00 UTC+0000,6.84
2022-02-05 11:00:00 UTC+0000,2.29
2022-02-05 15:00:00 UTC+0000,14.92
2022-02-05 19:00:00 UTC+0000,5.28
2022-02-05 23:00:00 UTC+0000,3.6
2022-02-06 03:00:00 UTC+0000,5.78
2022-02-06 07:00:00 UTC+0000,4.44
2022-02-06 11:00:00 UTC+0000,1.62
2022-02-06 15:00:00 UTC+0000,13.04
2022-02-06 19:00:00 UTC+0000,2.92
2022-02-06 23:00:00 UTC+0000,2.5
2022-02-07 03:00:00 UTC+0000,9.29
2022-02-07 07:00:00 UTC+0000,9.9
2022-02-07 11:00:00 UTC+0000,3.87
2022-02-07 15:00:00 UTC+0000,18.62
2022-02-07 19:00:00 UTC+0000,5.21
2022-02-07 23:00:00 UTC+0000,1.99
2022-02-08 03:00:00 UTC+0000,6.64
2022-02-08 07:00:00 UTC+0000,8.8
2022-02-08 11:00:00 UTC+0000,3.1
2022-02-08 15:00:00 UTC+0000,16.17
2022-02-08 19:00:00 UTC+0000,4.08
2022-02-08 23:00:00 UTC+0000,1.88
2022-02-09 03:00:00 UTC+0000,5.27
2022-02-09 07:00:00 UTC+0000,7.96
2022-02-09 11:00:00 UTC+0000,2.88
2022-02-09 15:00:00 UTC+0000,20.54
2022-02-09 19:00:00 UTC+0000,4.05
2022-02-09 23:00:00 UTC+0000,1.92
2022-02-10 03:00:00 UTC+0000,6.97
2022-02-10 07:00:00 UTC+0000,11.68
2022-02-10 11:00:00 UTC+0000,2.96
2022-02-10 15:00:00 UTC+0000,16.07
2022-02-10 19:00:00 UTC+0000,3.17
2022-02-10 23:00:00 UTC+0000,1.12
2022-02-11 03:00:00 UTC+0000,4.57
2022-02-11 07:00:00 UTC+0000,7.56
2022-02-11 11:00:00 UTC+0000,2.23
2022-02-11 15:00:00 UTC+0000,28.0
2022-02-11 19:00:00 UTC+0000,9.0
2022-02-11 23:00:00 UTC+0000,2.0
2022-02-12 03:00:00 UTC+0000,3.57
2022-02-12 07:00:00 UTC+0000,5.45
2022-02-12 11:00:00 UTC+0000,1.6
2022-02-12 15:00:00 UTC+0000,13.76
2022-02-12 19:00:00 UTC+0000,3.43
2022-02-12 23:00:00 UTC+0000,1.52
2022-02-13 03:00:00 UTC+0000,3.14
2022-02-13 07:00:00 UTC+0000,3.53
2022-02-13 11:00:00 UTC+0000,1.31
2022-02-13 15:00:00 UTC+0000,11.68
2022-02-13 19:00:00 UTC+0000,2.44
2022-02-13 23:00:00 UTC+0000,1.78
2022-02-14 03:00:00 UTC+0000,5.46
2022-02-14 07:00:00 UTC+0000,8.38
2022-02-14 11:00:00 UTC+0000,3.1
2022-02-14 15:00:00 UTC+0000,18.2
2022-02-14 19:00:00 UTC+0000,4.97
2022-02-14 23:00:00 UTC+0000,1.35
2022-02-15 03:00:00 UTC+0000,5.86
2022-02-15 07:00:00 UTC+0000,21.75
2022-02-15 11:00:00 UTC+0000,2.76
2022-02-15 15:00:00 UTC+0000,13.7
2022-02-15 19:00:00 UTC+0000,3.6
2022-02-15 23:00:00 UTC+0000,0.86
2022-02-16 03:00:00 UTC+0000,4.76
2022-02-16 07:00:00 UTC+0000,20.08
2022-02-16 11:00:00 UTC+0000,2.14
2022-02-16 15:00:00 UTC+0000,9.92
2022-02-16 19:00:00 UTC+0000,2.98
2022-02-16 23:00:00 UTC+0000,5.0
2022-02-17 03:00:00 UTC+0000,3.74
2022-02-17 07:00:00 UTC+0000,13.16
2022-02-17 11:00:00 UTC+0000,1.6
2022-02-17 15:00:00 UTC+0000,9.19
2022-02-17 19:00:00 UTC+0000,2.55
2022-02-17 23:00:00 UTC+0000,1.95
2022-02-18 03:00:00 UTC+0000,8.4
2022-02-18 07:00:00 UTC+0000,23.0
2022-02-18 11:00:00 UTC+0000,2.11
2022-02-18 15:00:00 UTC+0000,7.85
2022-02-18 19:00:00 UTC+0000,2.54
2022-02-18 23:00:00 UTC+0000,3.32
2022-02-19 03:00:00 UTC+0000,4.23
2022-02-19 07:00:00 UTC+0000,10.09
2022-02-19 11:00:00 UTC+0000,1.5
2022-02-19 15:00:00 UTC+0000,19.01
2022-02-19 19:00:00 UTC+0000,3.06
2022-02-19 23:00:00 UTC+0000,2.17
2022-02-20 03:00:00 UTC+0000,3.32
2022-02-20 07:00:00 UTC+0000,7.29
2022-02-20 11:00:00 UTC+0000,1.4
2022-02-20 15:00:00 UTC+0000,9.55
2022-02-20 19:00:00 UTC+0000,1.97
2022-02-20 23:00:00 UTC+0000,2.25
2022-02-21 03:00:00 UTC+0000,5.69
2022-02-21 07:00:00 UTC+0000,11.33
2022-02-21 11:00:00 UTC+0000,2.5
2022-02-21 15:00:00 UTC+0000,15.2
2022-02-21 19:00:00 UTC+0000,3.3
2022-02-21 23:00:00 UTC+0000,1.58
2022-02-22 03:00:00 UTC+0000,4.72
2022-02-22 07:00:00 UTC+0000,18.14
2022-02-22 11:00:00 UTC+0000,2.18
2022-02-22 15:00:00 UTC+0000,17.0
2022-02-22 19:00:00 UTC+0000,2.76
2022-02-22 23:00:00 UTC+0000,1.29
2022-02-23 03:00:00 UTC+0000,4.45
2022-02-23 07:00:00 UTC+0000,12.46
2022-02-23 11:00:00 UTC+0000,2.25
2022-02-23 15:00:00 UTC+0000,38.21
2022-02-23 19:00:00 UTC+0000,4.0
2022-02-23 23:00:00 UTC+0000,1.5
2022-02-24 03:00:00 UTC+0000,4.08
2022-02-24 07:00:00 UTC+0000,11.82
2022-02-24 11:00:00 UTC+0000,1.8
2022-02-24 15:00:00 UTC+0000,19.16
2022-02-24 19:00:00 UTC+0000,3.4
2022-02-24 23:00:00 UTC+0000,1.13
2022-02-25 03:00:00 UTC+0000,4.5
2022-02-25 07:00:00 UTC+0000,8.31
2022-02-25 11:00:00 UTC+0000,1.84
2022-02-25 15:00:00 UTC+0000,15.0
2022-02-25 19:00:00 UTC+0000,3.02
2022-02-25 23:00:00 UTC+0000,1.68
2022-02-26 03:00:00 UTC+0000,3.89
2022-02-26 07:00:00 UTC+0000,10.73
2022-02-26 11:00:00 UTC+0000,1.6
2022-02-26 15:00:00 UTC+0000,48.1
2022-02-26 19:00:00 UTC+0000,12.04
2022-02-26 23:00:00 UTC+0000,2.53
2022-02-27 03:00:00 UTC+0000,3.5
2022-02-27 07:00:00 UTC+0000,7.08
2022-02-27 11:00:00 UTC+0000,1.32
2022-02-27 15:00:00 UTC+0000,25.12
2022-02-27 19:00:00 UTC+0000,3.91
2022-02-27 23:00:00 UTC+0000,2.0
2022-02-28 03:00:00 UTC+0000,19.87
2022-02-28 07:00:00 UTC+0000,14.33
2022-02-28 11:00:00 UTC+0000,2.43
2022-02-28 15:00:00 UTC+0000,24.25
2022-02-28 19:00:00 UTC+0000,4.88
2022-02-28 23:00:00 UTC+0000,1.79
2022-03-01 03:00:00 UTC+0000,14.7
2022-03-01 07:00:00 UTC+0000,20.0
2022-03-01 11:00:00 UTC+0000,6.0
2022-03-01 15:00:00 UTC+0000,49.45
2022-03-01 19:00:00 UTC+0000,9.0
2022-03-01 23:00:00 UTC+0000,2.74
2022-03-02 03:00:00 UTC+0000,19.91
2022-03-02 07:00:00 UTC+0000,35.76
2022-03-02 11:00:00 UTC+0000,10.11
2022-03-02 15:00:00 UTC+0000,55.31
2022-03-02 19:00:00 UTC+0000,12.24
2022-03-02 23:00:00 UTC+0000,4.06
2022-03-03 03:00:00 UTC+0000,69.0
2022-03-03 07:00:00 UTC+0000,34.8
2022-03-03 11:00:00 UTC+0000,9.77
2022-03-03 15:00:00 UTC+0000,46.25
2022-03-03 19:00:00 UTC+0000,9.77
2022-03-03 23:00:00 UTC+0000,5.64
2022-03-04 03:00:00 UTC+0000,31.14
2022-03-04 07:00:00 UTC+0000,36.38
2022-03-04 11:00:00 UTC+0000,12.45
2022-03-04 15:00:00 UTC+0000,48.14
2022-03-04 19:00:00 UTC+0000,17.21
2022-03-04 23:00:00 UTC+0000,4.73
2022-03-05 03:00:00 UTC+0000,19.74
2022-03-05 07:00:00 UTC+0000,26.3
2022-03-05 11:00:00 UTC+0000,9.15
2022-03-05 15:00:00 UTC+0000,41.2
2022-03-05 19:00:00 UTC+0000,12.69
2022-03-05 23:00:00 UTC+0000,5.26
2022-03-06 03:00:00 UTC+0000,16.17
2022-03-06 07:00:00 UTC+0000,18.94
2022-03-06 11:00:00 UTC+0000,7.0
2022-03-06 15:00:00 UTC+0000,33.79
2022-03-06 19:00:00 UTC+0000,10.23
2022-03-06 23:00:00 UTC+0000,4.59
2022-03-07 03:00:00 UTC+0000,28.0
2022-03-07 07:00:00 UTC+0000,45.0
2022-03-07 11:00:00 UTC+0000,13.0
2022-03-07 15:00:00 UTC+0000,65.9
2022-03-07 19:00:00 UTC+0000,16.75
2022-03-07 23:00:00 UTC+0000,4.0
2022-03-08 03:00:00 UTC+0000,26.12
2022-03-08 07:00:00 UTC+0000,35.82
2022-03-08 11:00:00 UTC+0000,9.93
2022-03-08 15:00:00 UTC+0000,45.0
2022-03-08 19:00:00 UTC+0000,13.41
2022-03-08 23:00:00 UTC+0000,8.56
2022-03-09 03:00:00 UTC+0000,44.0
2022-03-09 07:00:00 UTC+0000,69.04
2022-03-09 11:00:00 UTC+0000,9.7
2022-03-09 15:00:00 UTC+0000,112.0
2022-03-09 19:00:00 UTC+0000,25.85
2022-03-09 23:00:00 UTC+0000,6.02
2022-03-10 03:00:00 UTC+0000,31.26
2022-03-10 07:00:00 UTC+0000,42.0
2022-03-10 11:00:00 UTC+0000,9.23
2022-03-10 15:00:00 UTC+0000,63.35
2022-03-10 19:00:00 UTC+0000,16.4
2022-03-10 23:00:00 UTC+0000,3.67
2022-03-11 03:00:00 UTC+0000,20.05
2022-03-11 07:00:00 UTC+0000,26.1
2022-03-11 11:00:00 UTC+0000,6.63
2022-03-11 15:00:00 UTC+0000,35.46
2022-03-11 19:00:00 UTC+0000,9.53
2022-03-11 23:00:00 UTC+0000,2.75
2022-03-12 03:00:00 UTC+0000,12.3
2022-03-12 07:00:00 UTC+0000,17.33
2022-03-12 11:00:00 UTC+0000,4.86
2022-03-12 15:00:00 UTC+0000,32.68
2022-03-12 19:00:00 UTC+0000,8.51
2022-03-12 23:00:00 UTC+0000,2.62
2022-03-13 03:00:00 UTC+0000,9.1
2022-03-13 07:00:00 UTC+0000,12.23
2022-03-13 11:00:00 UTC+0000,3.88
2022-03-13 15:00:00 UTC+0000,26.84
2022-03-13 19:00:00 UTC+0000,6.5
2022-03-13 23:00:00 UTC+0000,3.5
2022-03-14 03:00:00 UTC+0000,21.0
2022-03-14 07:00:00 UTC+0000,30.03
2022-03-14 11:00:00 UTC+0000,8.38
2022-03-14 15:00:00 UTC+0000,49.99
2022-03-14 19:00:00 UTC+0000,14.55
2022-03-14 23:00:00 UTC+0000,3.1
2022-03-15 03:00:00 UTC+0000,21.01
2022-03-15 07:00:00 UTC+0000,29.0
2022-03-15 11:00:00 UTC+0000,8.0
2022-03-15 15:00:00 UTC+0000,44.19
2022-03-15 19:00:00 UTC+0000,12.62
2022-03-15 23:00:00 UTC+0000,2.75
2022-03-16 03:00:00 UTC+0000,16.4
2022-03-16 07:00:00 UTC+0000,22.44
2022-03-16 11:00:00 UTC+0000,6.22
2022-03-16 15:00:00 UTC+0000,31.18
2022-03-16 19:00:00 UTC+0000,8.57
2022-03-16 23:00:00 UTC+0000,2.38
2022-03-17 03:00:00 UTC+0000,12.98
2022-03-17 07:00:00 UTC+0000,16.75
2022-03-17 11:00:00 UTC+0000,5.36
2022-03-17 15:00:00 UTC+0000,30.83
2022-03-17 19:00:00 UTC+0000,8.34
2022-03-17 23:00:00 UTC+0000,2.1
2022-03-18 03:00:00 UTC+0000,12.21
2022-03-18 07:00:00 UTC+0000,16.01
2022-03-18 11:00:00 UTC+0000,4.33
2022-03-18 15:00:00 UTC+0000,27.31
2022-03-18 19:00:00 UTC+0000,7.94
2022-03-18 23:00:00 UTC+0000,2.1
2022-03-19 03:00:00 UTC+0000,9.35
2022-03-19 07:00:00 UTC+0000,12.33
2022-03-19 11:00:00 UTC+0000,3.0
2022-03-19 15:00:00 UTC+0000,53.89
2022-03-19 19:00:00 UTC+0000,7.59
2022-03-19 23:00:00 UTC+0000,2.1
2022-03-20 03:00:00 UTC+0000,7.47
2022-03-20 07:00:00 UTC+0000,9.08
2022-03-20 11:00:00 UTC+0000,2.46
2022-03-20 15:00:00 UTC+0000,33.2
2022-03-20 19:00:00 UTC+0000,7.0
2022-03-20 23:00:00 UTC+0000,2.77
2022-03-21 03:00:00 UTC+0000,17.67
2022-03-21 07:00:00 UTC+0000,21.96
2022-03-21 11:00:00 UTC+0000,6.1
2022-03-21 15:00:00 UTC+0000,45.78
2022-03-21 19:00:00 UTC+0000,10.6
2022-03-21 23:00:00 UTC+0000,2.28
2022-03-22 03:00:00 UTC+0000,14.23
2022-03-22 07:00:00 UTC+0000,16.68
2022-03-22 11:00:00 UTC+0000,4.78
2022-03-22 15:00:00 UTC+0000,40.06
2022-03-22 19:00:00 UTC+0000,8.9
2022-03-22 23:00:00 UTC+0000,2.0
2022-03-23 03:00:00 UTC+0000,12.0
2022-03-23 07:00:00 UTC+0000,14.82
2022-03-23 11:00:00 UTC+0000,3.84
2022-03-23 15:00:00 UTC+0000,37.15
2022-03-23 19:00:00 UTC+0000,8.84
2022-03-23 23:00:00 UTC+0000,1.7
2022-03-24 03:00:00 UTC+0000,10.73
2022-03-24 07:00:00 UTC+0000,12.71
2022-03-24 11:00:00 UTC+0000,3.24
2022-03-24 15:00:00 UTC+0000,32.64
2022-03-24 19:00:00 UTC+0000,7.94
2022-03-24 23:00:00 UTC+0000,1.44
