time (UTC),mFRR-_capacity_marginal_price[(EUR/MW)/h]
2021-04-05 14:00:00 UTC+0000,11.5
2021-04-05 18:00:00 UTC+0000,2.5
2021-04-05 22:00:00 UTC+0000,2.5
2021-04-06 02:00:00 UTC+0000,3.25
2021-04-06 06:00:00 UTC+0000,2.875
2021-04-06 10:00:00 UTC+0000,10.25
2021-04-06 14:00:00 UTC+0000,5.375
2021-04-06 18:00:00 UTC+0000,0.7775
2021-04-06 22:00:00 UTC+0000,1.25
2021-04-07 02:00:00 UTC+0000,1.95
2021-04-07 06:00:00 UTC+0000,1.25
2021-04-07 10:00:00 UTC+0000,4.575
2021-04-07 14:00:00 UTC+0000,2.75
2021-04-07 18:00:00 UTC+0000,0.6375
2021-04-07 22:00:00 UTC+0000,0.75
2021-04-08 02:00:00 UTC+0000,0.9375
2021-04-08 06:00:00 UTC+0000,0.525
2021-04-08 10:00:00 UTC+0000,2.125
2021-04-08 14:00:00 UTC+0000,1.125
2021-04-08 18:00:00 UTC+0000,0.47
2021-04-08 22:00:00 UTC+0000,0.645
2021-04-09 02:00:00 UTC+0000,1.0
2021-04-09 06:00:00 UTC+0000,0.6825
2021-04-09 10:00:00 UTC+0000,5.0
2021-04-09 14:00:00 UTC+0000,0.75
2021-04-09 18:00:00 UTC+0000,0.31
2021-04-09 22:00:00 UTC+0000,0.5
2021-04-10 02:00:00 UTC+0000,0.5
2021-04-10 06:00:00 UTC+0000,0.5
2021-04-10 10:00:00 UTC+0000,2.25
2021-04-10 14:00:00 UTC+0000,0.5
2021-04-10 18:00:00 UTC+0000,0.4025
2021-04-10 22:00:00 UTC+0000,0.7225
2021-04-11 02:00:00 UTC+0000,1.435
2021-04-11 06:00:00 UTC+0000,0.725
2021-04-11 10:00:00 UTC+0000,4.75
2021-04-11 14:00:00 UTC+0000,0.7
2021-04-11 18:00:00 UTC+0000,0.3125
2021-04-11 22:00:00 UTC+0000,2.0
2021-04-12 02:00:00 UTC+0000,4.5
2021-04-12 06:00:00 UTC+0000,1.1
2021-04-12 10:00:00 UTC+0000,3.6
2021-04-12 14:00:00 UTC+0000,10.3125
2021-04-12 18:00:00 UTC+0000,1.6
2021-04-12 22:00:00 UTC+0000,0.95
2021-04-13 02:00:00 UTC+0000,1.875
2021-04-13 06:00:00 UTC+0000,0.8175
2021-04-13 10:00:00 UTC+0000,4.9575
2021-04-13 14:00:00 UTC+0000,2.625
2021-04-13 18:00:00 UTC+0000,0.625
2021-04-13 22:00:00 UTC+0000,0.47
2021-04-14 02:00:00 UTC+0000,0.84
2021-04-14 06:00:00 UTC+0000,0.38
2021-04-14 10:00:00 UTC+0000,1.9375
2021-04-14 14:00:00 UTC+0000,0.96
2021-04-14 18:00:00 UTC+0000,0.3975
2021-04-14 22:00:00 UTC+0000,0.3
2021-04-15 02:00:00 UTC+0000,0.5925
2021-04-15 06:00:00 UTC+0000,0.2875
2021-04-15 10:00:00 UTC+0000,1.0675
2021-04-15 14:00:00 UTC+0000,0.4825
2021-04-15 18:00:00 UTC+0000,0.2475
2021-04-15 22:00:00 UTC+0000,0.37
2021-04-16 02:00:00 UTC+0000,1.75
2021-04-16 06:00:00 UTC+0000,1.965
2021-04-16 10:00:00 UTC+0000,8.25
2021-04-16 14:00:00 UTC+0000,6.0
2021-04-16 18:00:00 UTC+0000,0.25
2021-04-16 22:00:00 UTC+0000,0.33
2021-04-17 02:00:00 UTC+0000,1.16
2021-04-17 06:00:00 UTC+0000,2.8125
2021-04-17 10:00:00 UTC+0000,6.035
2021-04-17 14:00:00 UTC+0000,2.74
2021-04-17 18:00:00 UTC+0000,0.78
2021-04-17 22:00:00 UTC+0000,0.3175
2021-04-18 02:00:00 UTC+0000,0.935
2021-04-18 06:00:00 UTC+0000,1.75
2021-04-18 10:00:00 UTC+0000,5.665
2021-04-18 14:00:00 UTC+0000,2.09
2021-04-18 18:00:00 UTC+0000,0.61
2021-04-18 22:00:00 UTC+0000,1.035
2021-04-19 02:00:00 UTC+0000,1.3275
2021-04-19 06:00:00 UTC+0000,0.9825
2021-04-19 10:00:00 UTC+0000,3.3525
2021-04-19 14:00:00 UTC+0000,1.5
2021-04-19 18:00:00 UTC+0000,0.3725
2021-04-19 22:00:00 UTC+0000,0.5
2021-04-20 02:00:00 UTC+0000,1.0
2021-04-20 06:00:00 UTC+0000,0.59
2021-04-20 10:00:00 UTC+0000,1.9425
2021-04-20 14:00:00 UTC+0000,0.9
2021-04-20 18:00:00 UTC+0000,0.25
2021-04-20 22:00:00 UTC+0000,0.345
2021-04-21 02:00:00 UTC+0000,0.625
2021-04-21 06:00:00 UTC+0000,0.3575
2021-04-21 10:00:00 UTC+0000,1.365
2021-04-21 14:00:00 UTC+0000,0.6375
2021-04-21 18:00:00 UTC+0000,0.25
2021-04-21 22:00:00 UTC+0000,5.525
2021-04-22 02:00:00 UTC+0000,5.9
2021-04-22 06:00:00 UTC+0000,8.25
2021-04-22 10:00:00 UTC+0000,12.25
2021-04-22 14:00:00 UTC+0000,8.25
2021-04-22 18:00:00 UTC+0000,3.2125
2021-04-22 22:00:00 UTC+0000,2.36
2021-04-23 02:00:00 UTC+0000,2.9425
2021-04-23 06:00:00 UTC+0000,4.125
2021-04-23 10:00:00 UTC+0000,10.43
2021-04-23 14:00:00 UTC+0000,3.7
2021-04-23 18:00:00 UTC+0000,1.3
2021-04-23 22:00:00 UTC+0000,1.5025
2021-04-24 02:00:00 UTC+0000,1.5
2021-04-24 06:00:00 UTC+0000,3.025
2021-04-24 10:00:00 UTC+0000,11.0
2021-04-24 14:00:00 UTC+0000,2.91
2021-04-24 18:00:00 UTC+0000,0.625
2021-04-24 22:00:00 UTC+0000,1.5
2021-04-25 02:00:00 UTC+0000,2.5
2021-04-25 06:00:00 UTC+0000,11.0
2021-04-25 10:00:00 UTC+0000,30.25
2021-04-25 14:00:00 UTC+0000,12.0
2021-04-25 18:00:00 UTC+0000,1.45
2021-04-25 22:00:00 UTC+0000,2.65
2021-04-26 02:00:00 UTC+0000,2.0
2021-04-26 06:00:00 UTC+0000,4.665
2021-04-26 10:00:00 UTC+0000,11.25
2021-04-26 14:00:00 UTC+0000,4.75
2021-04-26 18:00:00 UTC+0000,1.1925
2021-04-26 22:00:00 UTC+0000,1.35
2021-04-27 02:00:00 UTC+0000,1.375
2021-04-27 06:00:00 UTC+0000,2.2925
2021-04-27 10:00:00 UTC+0000,8.55
2021-04-27 14:00:00 UTC+0000,2.7225
2021-04-27 18:00:00 UTC+0000,0.915
2021-04-27 22:00:00 UTC+0000,1.005
2021-04-28 02:00:00 UTC+0000,1.0
2021-04-28 06:00:00 UTC+0000,1.4475
2021-04-28 10:00:00 UTC+0000,4.75
2021-04-28 14:00:00 UTC+0000,1.6325
2021-04-28 18:00:00 UTC+0000,0.6475
2021-04-28 22:00:00 UTC+0000,0.7825
2021-04-29 02:00:00 UTC+0000,0.875
2021-04-29 06:00:00 UTC+0000,0.9575
2021-04-29 10:00:00 UTC+0000,4.3225
2021-04-29 14:00:00 UTC+0000,1.005
2021-04-29 18:00:00 UTC+0000,0.5
2021-04-29 22:00:00 UTC+0000,1.0325
2021-04-30 02:00:00 UTC+0000,0.85
2021-04-30 06:00:00 UTC+0000,1.05
2021-04-30 10:00:00 UTC+0000,3.75
2021-04-30 14:00:00 UTC+0000,4.75
2021-04-30 18:00:00 UTC+0000,0.45
2021-04-30 22:00:00 UTC+0000,7.25
2021-05-01 02:00:00 UTC+0000,8.325
2021-05-01 06:00:00 UTC+0000,10.25
2021-05-01 10:00:00 UTC+0000,23.5
2021-05-01 14:00:00 UTC+0000,8.25
2021-05-01 18:00:00 UTC+0000,4.355
2021-05-01 22:00:00 UTC+0000,5.8
2021-05-02 02:00:00 UTC+0000,8.35
2021-05-02 06:00:00 UTC+0000,8.81
2021-05-02 10:00:00 UTC+0000,40.0
2021-05-02 14:00:00 UTC+0000,8.93
2021-05-02 18:00:00 UTC+0000,3.3
2021-05-02 22:00:00 UTC+0000,35.93
2021-05-03 02:00:00 UTC+0000,17.75
2021-05-03 06:00:00 UTC+0000,39.785
2021-05-03 10:00:00 UTC+0000,136.5375
2021-05-03 14:00:00 UTC+0000,74.75
2021-05-03 18:00:00 UTC+0000,24.75
2021-05-03 22:00:00 UTC+0000,23.5
2021-05-04 02:00:00 UTC+0000,74.75
2021-05-04 06:00:00 UTC+0000,175.0
2021-05-04 10:00:00 UTC+0000,200.0
2021-05-04 14:00:00 UTC+0000,78.0
2021-05-04 18:00:00 UTC+0000,29.5
2021-05-04 22:00:00 UTC+0000,21.15
2021-05-05 02:00:00 UTC+0000,34.5
2021-05-05 06:00:00 UTC+0000,76.125
2021-05-05 10:00:00 UTC+0000,58.5
2021-05-05 14:00:00 UTC+0000,43.5
2021-05-05 18:00:00 UTC+0000,16.8625
2021-05-05 22:00:00 UTC+0000,15.5
2021-05-06 02:00:00 UTC+0000,18.0
2021-05-06 06:00:00 UTC+0000,22.5
2021-05-06 10:00:00 UTC+0000,23.4
2021-05-06 14:00:00 UTC+0000,18.0825
2021-05-06 18:00:00 UTC+0000,9.5
2021-05-06 22:00:00 UTC+0000,9.75
2021-05-07 02:00:00 UTC+0000,10.25
2021-05-07 06:00:00 UTC+0000,11.75
2021-05-07 10:00:00 UTC+0000,13.5
2021-05-07 14:00:00 UTC+0000,9.75
2021-05-07 18:00:00 UTC+0000,5.5
2021-05-07 22:00:00 UTC+0000,6.75
2021-05-08 02:00:00 UTC+0000,8.22
2021-05-08 06:00:00 UTC+0000,10.8875
2021-05-08 10:00:00 UTC+0000,16.0
2021-05-08 14:00:00 UTC+0000,8.3325
2021-05-08 18:00:00 UTC+0000,4.3625
2021-05-08 22:00:00 UTC+0000,27.25
2021-05-09 02:00:00 UTC+0000,44.87
2021-05-09 06:00:00 UTC+0000,71.595
2021-05-09 10:00:00 UTC+0000,107.75
2021-05-09 14:00:00 UTC+0000,49.72
2021-05-09 18:00:00 UTC+0000,25.0
2021-05-09 22:00:00 UTC+0000,16.0
2021-05-10 02:00:00 UTC+0000,21.0
2021-05-10 06:00:00 UTC+0000,23.125
2021-05-10 10:00:00 UTC+0000,25.26
2021-05-10 14:00:00 UTC+0000,20.25
2021-05-10 18:00:00 UTC+0000,12.75
2021-05-10 22:00:00 UTC+0000,9.05
2021-05-11 02:00:00 UTC+0000,12.4975
2021-05-11 06:00:00 UTC+0000,16.665
2021-05-11 10:00:00 UTC+0000,17.0
2021-05-11 14:00:00 UTC+0000,12.275
2021-05-11 18:00:00 UTC+0000,7.205
2021-05-11 22:00:00 UTC+0000,5.0
2021-05-12 02:00:00 UTC+0000,7.25
2021-05-12 06:00:00 UTC+0000,8.25
2021-05-12 10:00:00 UTC+0000,9.0
2021-05-12 14:00:00 UTC+0000,7.98
2021-05-12 18:00:00 UTC+0000,4.0
2021-05-12 22:00:00 UTC+0000,3.9375
2021-05-13 02:00:00 UTC+0000,4.68
2021-05-13 06:00:00 UTC+0000,5.475
2021-05-13 10:00:00 UTC+0000,8.875
2021-05-13 14:00:00 UTC+0000,5.75
2021-05-13 18:00:00 UTC+0000,2.6875
2021-05-13 22:00:00 UTC+0000,2.75
2021-05-14 02:00:00 UTC+0000,2.81
2021-05-14 06:00:00 UTC+0000,3.275
2021-05-14 10:00:00 UTC+0000,5.77
2021-05-14 14:00:00 UTC+0000,3.5
2021-05-14 18:00:00 UTC+0000,1.5
2021-05-14 22:00:00 UTC+0000,1.875
2021-05-15 02:00:00 UTC+0000,1.8025
2021-05-15 06:00:00 UTC+0000,1.9425
2021-05-15 10:00:00 UTC+0000,3.84
2021-05-15 14:00:00 UTC+0000,2.0
2021-05-15 18:00:00 UTC+0000,0.8125
2021-05-15 22:00:00 UTC+0000,1.375
2021-05-16 02:00:00 UTC+0000,1.625
2021-05-16 06:00:00 UTC+0000,1.9425
2021-05-16 10:00:00 UTC+0000,15.35
2021-05-16 14:00:00 UTC+0000,6.6325
2021-05-16 18:00:00 UTC+0000,1.0
2021-05-16 22:00:00 UTC+0000,2.0
2021-05-17 02:00:00 UTC+0000,2.375
2021-05-17 06:00:00 UTC+0000,1.875
2021-05-17 10:00:00 UTC+0000,5.185
2021-05-17 14:00:00 UTC+0000,3.5
2021-05-17 18:00:00 UTC+0000,1.4725
2021-05-17 22:00:00 UTC+0000,1.5
2021-05-18 02:00:00 UTC+0000,1.5
2021-05-18 06:00:00 UTC+0000,1.25
2021-05-18 10:00:00 UTC+0000,2.9725
2021-05-18 14:00:00 UTC+0000,2.0
2021-05-18 18:00:00 UTC+0000,0.75
2021-05-18 22:00:00 UTC+0000,1.0
2021-05-19 02:00:00 UTC+0000,1.0
2021-05-19 06:00:00 UTC+0000,0.75
2021-05-19 10:00:00 UTC+0000,1.5
2021-05-19 14:00:00 UTC+0000,1.25
2021-05-19 18:00:00 UTC+0000,0.6475
2021-05-19 22:00:00 UTC+0000,0.8025
2021-05-20 02:00:00 UTC+0000,0.93
2021-05-20 06:00:00 UTC+0000,1.0
2021-05-20 10:00:00 UTC+0000,1.0
2021-05-20 14:00:00 UTC+0000,0.875
2021-05-20 18:00:00 UTC+0000,0.5
2021-05-20 22:00:00 UTC+0000,2.245
2021-05-21 02:00:00 UTC+0000,3.75
2021-05-21 06:00:00 UTC+0000,5.0
2021-05-21 10:00:00 UTC+0000,12.75
2021-05-21 14:00:00 UTC+0000,5.25
2021-05-21 18:00:00 UTC+0000,2.5
2021-05-21 22:00:00 UTC+0000,17.0
2021-05-22 02:00:00 UTC+0000,36.3775
2021-05-22 06:00:00 UTC+0000,73.095
2021-05-22 10:00:00 UTC+0000,97.0
2021-05-22 14:00:00 UTC+0000,43.5
2021-05-22 18:00:00 UTC+0000,11.0
2021-05-22 22:00:00 UTC+0000,14.75
2021-05-23 02:00:00 UTC+0000,31.25
2021-05-23 06:00:00 UTC+0000,51.95
2021-05-23 10:00:00 UTC+0000,80.25
2021-05-23 14:00:00 UTC+0000,36.5125
2021-05-23 18:00:00 UTC+0000,7.275
2021-05-23 22:00:00 UTC+0000,13.0
2021-05-24 02:00:00 UTC+0000,23.5
2021-05-24 06:00:00 UTC+0000,43.0925
2021-05-24 10:00:00 UTC+0000,73.75
2021-05-24 14:00:00 UTC+0000,29.75
2021-05-24 18:00:00 UTC+0000,5.46
2021-05-24 22:00:00 UTC+0000,9.0
2021-05-25 02:00:00 UTC+0000,14.75
2021-05-25 06:00:00 UTC+0000,22.5
2021-05-25 10:00:00 UTC+0000,44.5
2021-05-25 14:00:00 UTC+0000,20.25
2021-05-25 18:00:00 UTC+0000,3.5
2021-05-25 22:00:00 UTC+0000,5.25
2021-05-26 02:00:00 UTC+0000,7.96
2021-05-26 06:00:00 UTC+0000,10.1375
2021-05-26 10:00:00 UTC+0000,16.6125
2021-05-26 14:00:00 UTC+0000,10.235
2021-05-26 18:00:00 UTC+0000,1.865
2021-05-26 22:00:00 UTC+0000,3.0
2021-05-27 02:00:00 UTC+0000,3.83
2021-05-27 06:00:00 UTC+0000,4.75
2021-05-27 10:00:00 UTC+0000,7.0
2021-05-27 14:00:00 UTC+0000,4.75
2021-05-27 18:00:00 UTC+0000,1.0
2021-05-27 22:00:00 UTC+0000,1.55
2021-05-28 02:00:00 UTC+0000,1.8125
2021-05-28 06:00:00 UTC+0000,2.0775
2021-05-28 10:00:00 UTC+0000,2.875
2021-05-28 14:00:00 UTC+0000,2.0
2021-05-28 18:00:00 UTC+0000,0.5
2021-05-28 22:00:00 UTC+0000,1.0
2021-05-29 02:00:00 UTC+0000,1.1875
2021-05-29 06:00:00 UTC+0000,1.6875
2021-05-29 10:00:00 UTC+0000,3.6875
2021-05-29 14:00:00 UTC+0000,1.6875
2021-05-29 18:00:00 UTC+0000,0.5
2021-05-29 22:00:00 UTC+0000,1.3125
2021-05-30 02:00:00 UTC+0000,2.4375
2021-05-30 06:00:00 UTC+0000,12.5
2021-05-30 10:00:00 UTC+0000,22.25
2021-05-30 14:00:00 UTC+0000,7.5
2021-05-30 18:00:00 UTC+0000,0.9475
2021-05-30 22:00:00 UTC+0000,1.75
2021-05-31 02:00:00 UTC+0000,2.755
2021-05-31 06:00:00 UTC+0000,3.5625
2021-05-31 10:00:00 UTC+0000,6.195
2021-05-31 14:00:00 UTC+0000,2.8675
2021-05-31 18:00:00 UTC+0000,0.75
2021-05-31 22:00:00 UTC+0000,1.075
2021-06-01 02:00:00 UTC+0000,1.5
2021-06-01 06:00:00 UTC+0000,1.975
2021-06-01 10:00:00 UTC+0000,3.29
2021-06-01 14:00:00 UTC+0000,1.45
2021-06-01 18:00:00 UTC+0000,0.38
2021-06-01 22:00:00 UTC+0000,0.7025
2021-06-02 02:00:00 UTC+0000,0.89
2021-06-02 06:00:00 UTC+0000,1.13
2021-06-02 10:00:00 UTC+0000,1.95
2021-06-02 14:00:00 UTC+0000,0.8025
2021-06-02 18:00:00 UTC+0000,0.26
2021-06-02 22:00:00 UTC+0000,20.0
2021-06-03 02:00:00 UTC+0000,21.875
2021-06-03 06:00:00 UTC+0000,12.25
2021-06-03 10:00:00 UTC+0000,23.5
2021-06-03 14:00:00 UTC+0000,9.75
2021-06-03 18:00:00 UTC+0000,5.3375
2021-06-03 22:00:00 UTC+0000,9.795
2021-06-04 02:00:00 UTC+0000,10.48
2021-06-04 06:00:00 UTC+0000,7.995
2021-06-04 10:00:00 UTC+0000,12.75
2021-06-04 14:00:00 UTC+0000,5.5
2021-06-04 18:00:00 UTC+0000,3.0
2021-06-04 22:00:00 UTC+0000,5.0
2021-06-05 02:00:00 UTC+0000,5.0
2021-06-05 06:00:00 UTC+0000,5.375
2021-06-05 10:00:00 UTC+0000,9.605
2021-06-05 14:00:00 UTC+0000,3.5
2021-06-05 18:00:00 UTC+0000,1.975
2021-06-05 22:00:00 UTC+0000,3.09
2021-06-06 02:00:00 UTC+0000,3.5
2021-06-06 06:00:00 UTC+0000,3.51
2021-06-06 10:00:00 UTC+0000,8.75
2021-06-06 14:00:00 UTC+0000,3.0
2021-06-06 18:00:00 UTC+0000,1.25
2021-06-06 22:00:00 UTC+0000,1.75
2021-06-07 02:00:00 UTC+0000,1.875
2021-06-07 06:00:00 UTC+0000,1.75
2021-06-07 10:00:00 UTC+0000,5.0
2021-06-07 14:00:00 UTC+0000,1.75
2021-06-07 18:00:00 UTC+0000,0.75
2021-06-07 22:00:00 UTC+0000,1.05
2021-06-08 02:00:00 UTC+0000,1.0675
2021-06-08 06:00:00 UTC+0000,1.1425
2021-06-08 10:00:00 UTC+0000,2.625
2021-06-08 14:00:00 UTC+0000,1.02
2021-06-08 18:00:00 UTC+0000,0.4175
2021-06-08 22:00:00 UTC+0000,0.5625
2021-06-09 02:00:00 UTC+0000,0.5575
2021-06-09 06:00:00 UTC+0000,0.6975
2021-06-09 10:00:00 UTC+0000,1.1975
2021-06-09 14:00:00 UTC+0000,0.515
2021-06-09 18:00:00 UTC+0000,0.25
2021-06-09 22:00:00 UTC+0000,0.5
2021-06-10 02:00:00 UTC+0000,0.4225
2021-06-10 06:00:00 UTC+0000,32.75
2021-06-10 10:00:00 UTC+0000,38.75
2021-06-10 14:00:00 UTC+0000,2.0
2021-06-10 18:00:00 UTC+0000,0.775
2021-06-10 22:00:00 UTC+0000,0.4375
2021-06-11 02:00:00 UTC+0000,0.35
2021-06-11 06:00:00 UTC+0000,6.0
2021-06-11 10:00:00 UTC+0000,7.5
2021-06-11 14:00:00 UTC+0000,1.33
2021-06-11 18:00:00 UTC+0000,0.41
2021-06-11 22:00:00 UTC+0000,2.945
2021-06-12 02:00:00 UTC+0000,3.5
2021-06-12 06:00:00 UTC+0000,15.25
2021-06-12 10:00:00 UTC+0000,30.5
2021-06-12 14:00:00 UTC+0000,19.25
2021-06-12 18:00:00 UTC+0000,3.125
2021-06-12 22:00:00 UTC+0000,5.555
2021-06-13 02:00:00 UTC+0000,12.5
2021-06-13 06:00:00 UTC+0000,34.66
2021-06-13 10:00:00 UTC+0000,83.25
2021-06-13 14:00:00 UTC+0000,22.25
2021-06-13 18:00:00 UTC+0000,4.45
2021-06-13 22:00:00 UTC+0000,2.375
2021-06-14 02:00:00 UTC+0000,4.5
2021-06-14 06:00:00 UTC+0000,5.9175
2021-06-14 10:00:00 UTC+0000,9.6475
2021-06-14 14:00:00 UTC+0000,4.595
2021-06-14 18:00:00 UTC+0000,1.275
2021-06-14 22:00:00 UTC+0000,1.025
2021-06-15 02:00:00 UTC+0000,1.75
2021-06-15 06:00:00 UTC+0000,2.14
2021-06-15 10:00:00 UTC+0000,3.6875
2021-06-15 14:00:00 UTC+0000,1.9375
2021-06-15 18:00:00 UTC+0000,0.6
2021-06-15 22:00:00 UTC+0000,0.675
2021-06-16 02:00:00 UTC+0000,1.0
2021-06-16 06:00:00 UTC+0000,1.9625
2021-06-16 10:00:00 UTC+0000,2.5
2021-06-16 14:00:00 UTC+0000,1.25
2021-06-16 18:00:00 UTC+0000,0.45
2021-06-16 22:00:00 UTC+0000,0.875
2021-06-17 02:00:00 UTC+0000,0.75
2021-06-17 06:00:00 UTC+0000,1.315
2021-06-17 10:00:00 UTC+0000,2.155
2021-06-17 14:00:00 UTC+0000,1.03
2021-06-17 18:00:00 UTC+0000,0.5
2021-06-17 22:00:00 UTC+0000,0.5625
2021-06-18 02:00:00 UTC+0000,0.5775
2021-06-18 06:00:00 UTC+0000,0.9725
2021-06-18 10:00:00 UTC+0000,1.75
2021-06-18 14:00:00 UTC+0000,0.805
2021-06-18 18:00:00 UTC+0000,0.3525
2021-06-18 22:00:00 UTC+0000,0.775
2021-06-19 02:00:00 UTC+0000,0.7225
2021-06-19 06:00:00 UTC+0000,3.75
2021-06-19 10:00:00 UTC+0000,18.75
2021-06-19 14:00:00 UTC+0000,1.9725
2021-06-19 18:00:00 UTC+0000,0.6275
2021-06-19 22:00:00 UTC+0000,0.9575
2021-06-20 02:00:00 UTC+0000,1.9375
2021-06-20 06:00:00 UTC+0000,5.63
2021-06-20 10:00:00 UTC+0000,17.175
2021-06-20 14:00:00 UTC+0000,3.25
2021-06-20 18:00:00 UTC+0000,1.125
2021-06-20 22:00:00 UTC+0000,1.0
2021-06-21 02:00:00 UTC+0000,1.22
2021-06-21 06:00:00 UTC+0000,1.835
2021-06-21 10:00:00 UTC+0000,7.0525
2021-06-21 14:00:00 UTC+0000,1.4
2021-06-21 18:00:00 UTC+0000,1.0475
2021-06-21 22:00:00 UTC+0000,0.635
2021-06-22 02:00:00 UTC+0000,0.71
2021-06-22 06:00:00 UTC+0000,1.1
2021-06-22 10:00:00 UTC+0000,3.425
2021-06-22 14:00:00 UTC+0000,0.7975
2021-06-22 18:00:00 UTC+0000,0.625
2021-06-22 22:00:00 UTC+0000,0.415
2021-06-23 02:00:00 UTC+0000,0.44
2021-06-23 06:00:00 UTC+0000,0.57
2021-06-23 10:00:00 UTC+0000,1.82
2021-06-23 14:00:00 UTC+0000,0.4725
2021-06-23 18:00:00 UTC+0000,0.4375
2021-06-23 22:00:00 UTC+0000,0.3
2021-06-24 02:00:00 UTC+0000,0.3
2021-06-24 06:00:00 UTC+0000,0.33
2021-06-24 10:00:00 UTC+0000,0.945
2021-06-24 14:00:00 UTC+0000,0.28
2021-06-24 18:00:00 UTC+0000,0.2875
2021-06-24 22:00:00 UTC+0000,0.225
2021-06-25 02:00:00 UTC+0000,0.23
2021-06-25 06:00:00 UTC+0000,0.2425
2021-06-25 10:00:00 UTC+0000,0.47
2021-06-25 14:00:00 UTC+0000,0.225
2021-06-25 18:00:00 UTC+0000,0.2225
2021-06-25 22:00:00 UTC+0000,0.2275
2021-06-26 02:00:00 UTC+0000,0.235
2021-06-26 06:00:00 UTC+0000,0.5
2021-06-26 10:00:00 UTC+0000,3.4725
2021-06-26 14:00:00 UTC+0000,0.2925
2021-06-26 18:00:00 UTC+0000,0.1875
2021-06-26 22:00:00 UTC+0000,0.2275
2021-06-27 02:00:00 UTC+0000,0.8475
2021-06-27 06:00:00 UTC+0000,8.9075
2021-06-27 10:00:00 UTC+0000,17.9125
2021-06-27 14:00:00 UTC+0000,1.9375
2021-06-27 18:00:00 UTC+0000,0.2225
2021-06-27 22:00:00 UTC+0000,0.1875
2021-06-28 02:00:00 UTC+0000,0.425
2021-06-28 06:00:00 UTC+0000,1.7475
2021-06-28 10:00:00 UTC+0000,4.5525
2021-06-28 14:00:00 UTC+0000,0.6525
2021-06-28 18:00:00 UTC+0000,0.17
2021-06-28 22:00:00 UTC+0000,0.1375
2021-06-29 02:00:00 UTC+0000,0.2225
2021-06-29 06:00:00 UTC+0000,0.62
2021-06-29 10:00:00 UTC+0000,1.6975
2021-06-29 14:00:00 UTC+0000,0.2
2021-06-29 18:00:00 UTC+0000,0.135
2021-06-29 22:00:00 UTC+0000,0.0975
2021-06-30 02:00:00 UTC+0000,0.1225
2021-06-30 06:00:00 UTC+0000,0.3675
2021-06-30 10:00:00 UTC+0000,0.8075
2021-06-30 14:00:00 UTC+0000,0.1325
2021-06-30 18:00:00 UTC+0000,0.1025
2021-06-30 22:00:00 UTC+0000,0.0925
2021-07-01 02:00:00 UTC+0000,0.12
2021-07-01 06:00:00 UTC+0000,0.2375
2021-07-01 10:00:00 UTC+0000,0.5475
2021-07-01 14:00:00 UTC+0000,0.0875
2021-07-01 18:00:00 UTC+0000,0.0725
2021-07-01 22:00:00 UTC+0000,0.075
2021-07-02 02:00:00 UTC+0000,0.1
2021-07-02 06:00:00 UTC+0000,0.165
2021-07-02 10:00:00 UTC+0000,0.34
2021-07-02 14:00:00 UTC+0000,0.0725
2021-07-02 18:00:00 UTC+0000,0.055
2021-07-02 22:00:00 UTC+0000,0.0725
2021-07-03 02:00:00 UTC+0000,0.1025
2021-07-03 06:00:00 UTC+0000,0.3125
2021-07-03 10:00:00 UTC+0000,2.25
2021-07-03 14:00:00 UTC+0000,0.2025
2021-07-03 18:00:00 UTC+0000,0.1025
2021-07-03 22:00:00 UTC+0000,0.0
2021-07-04 02:00:00 UTC+0000,0.26
2021-07-04 06:00:00 UTC+0000,0.15
2021-07-04 10:00:00 UTC+0000,3.645
2021-07-04 14:00:00 UTC+0000,0.0
2021-07-04 18:00:00 UTC+0000,0.0
2021-07-04 22:00:00 UTC+0000,0.1
2021-07-05 02:00:00 UTC+0000,0.165
2021-07-05 06:00:00 UTC+0000,0.285
2021-07-05 10:00:00 UTC+0000,1.25
2021-07-05 14:00:00 UTC+0000,0.2625
2021-07-05 18:00:00 UTC+0000,0.07
2021-07-05 22:00:00 UTC+0000,0.1275
2021-07-06 02:00:00 UTC+0000,0.3075
2021-07-06 06:00:00 UTC+0000,0.125
2021-07-06 10:00:00 UTC+0000,1.9225
2021-07-06 14:00:00 UTC+0000,0.22
2021-07-06 18:00:00 UTC+0000,0.0725
2021-07-06 22:00:00 UTC+0000,0.09
2021-07-07 02:00:00 UTC+0000,0.1875
2021-07-07 06:00:00 UTC+0000,0.095
2021-07-07 10:00:00 UTC+0000,0.8725
2021-07-07 14:00:00 UTC+0000,0.13
2021-07-07 18:00:00 UTC+0000,0.05
2021-07-07 22:00:00 UTC+0000,0.0675
2021-07-08 02:00:00 UTC+0000,0.1175
2021-07-08 06:00:00 UTC+0000,0.085
2021-07-08 10:00:00 UTC+0000,0.5275
2021-07-08 14:00:00 UTC+0000,0.085
2021-07-08 18:00:00 UTC+0000,0.0375
2021-07-08 22:00:00 UTC+0000,0.0475
2021-07-09 02:00:00 UTC+0000,0.09
2021-07-09 06:00:00 UTC+0000,0.0975
2021-07-09 10:00:00 UTC+0000,0.5175
2021-07-09 14:00:00 UTC+0000,0.135
2021-07-09 18:00:00 UTC+0000,0.0275
2021-07-09 22:00:00 UTC+0000,0.1075
2021-07-10 02:00:00 UTC+0000,0.225
2021-07-10 06:00:00 UTC+0000,0.9725
